ticker,epic,instrument_name,instrument_type,currency,market_status,search_term
QLTAUS,SI.D.QLTAUS.CASH.IP,iShares Aaa - A Rated Corporate Bond ETF,SHARES,N/A,TRADEABLE,AA
3SAALN,KA.D.3SAALN.CASH.IP,Leverage Shares -3x Short Apple AAPL ETP Securities,SHARES,N/A,EDITS_ONLY,AA
ABFP,EC.D.ABFP.CASH.IP,AB Science SA,SHARES,N/A,EDITS_ONLY,AB
SCAB,EH.D.SCAB.CASH.IP,Svenska Cellulosa AB,SHARES,N/A,EDITS_ONLY,AB
ABNBUS,UA.D.ABNBUS.CASH.IP,Airbnb Inc (24 Hours),SHARES,N/A,TRADEABLE,AB
JMSS,EH.D.JMSS.CASH.IP,JM AB,SHARES,N/A,EDITS_ONLY,AB
SKFB,EH.D.SKFB.CASH.IP,AB SKF (publ),SHARES,N/A,EDITS_ONLY,AB
SKFASS,EH.D.SKFASS.CASH.IP,AB SKF (publ),SHARES,N/A,EDITS_ONLY,AB
ABB,EH.D.ABB.CASH.IP,ABB Ltd (SE),SHARES,N/A,EDITS_ONLY,AB
AFBSS,EH.D.AFBSS.CASH.IP,AFRY AB,SHARES,N/A,EDITS_ONLY,AB
ARJOBSS,EH.D.ARJOBSS.CASH.IP,Arjo AB (publ),SHARES,N/A,EDITS_ONLY,AB
CLNKBSS,EH.D.CLNKBSS.CASH.IP,BICO AB,SHARES,N/A,EDITS_ONLY,AB
CRADBSS,EH.D.CRADBSS.CASH.IP,C-Rad AB,SHARES,N/A,EDITS_ONLY,AB
CDONSS,EH.D.CDONSS.CASH.IP,CDON AB,SHARES,N/A,EDITS_ONLY,AB
CTEKSS,EH.D.CTEKSS.CASH.IP,CTEK AB (publ),SHARES,N/A,EDITS_ONLY,AB
DOROSS,EH.D.DOROSS.CASH.IP,Doro AB,SHARES,N/A,CLOSED,AB
DOXASS,EH.D.DOXASS.CASH.IP,Doxa AB,SHARES,N/A,EDITS_ONLY,AB
DUNISS,EH.D.DUNISS.CASH.IP,Duni AB (publ),SHARES,N/A,EDITS_ONLY,AB
ELECSS,EH.D.ELECSS.CASH.IP,Elon AB,SHARES,N/A,EDITS_ONLY,AB
ENEA,EH.D.ENEA.CASH.IP,Enea AB (publ),SHARES,N/A,EDITS_ONLY,AB
FUUDSS,EH.D.FUUDSS.CASH.IP,FUUD AB,SHARES,N/A,CLOSED,AB
K33SS,EH.D.K33SS.CASH.IP,K33 AB,SHARES,N/A,EDITS_ONLY,AB
LINCSS,EH.D.LINCSS.CASH.IP,Linc AB,SHARES,N/A,EDITS_ONLY,AB
MEKOSS,EH.D.MEKOSS.CASH.IP,MEKO AB,SHARES,N/A,EDITS_ONLY,AB
MIPSSS,EH.D.MIPSSS.CASH.IP,Mips AB,SHARES,N/A,EDITS_ONLY,AB
NCCB,EH.D.NCCB.CASH.IP,NCC AB (publ),SHARES,N/A,EDITS_ONLY,AB
NCCASS,EH.D.NCCASS.CASH.IP,NCC AB (publ) - A,SHARES,N/A,EDITS_ONLY,AB
NOTESS,EH.D.NOTESS.CASH.IP,NOTE AB (publ),SHARES,N/A,EDITS_ONLY,AB
NEPASS,EH.D.NEPASS.CASH.IP,Nepa AB (publ),SHARES,N/A,EDITS_ONLY,AB
NYABSESS,EH.D.NYABSESS.CASH.IP,Nyab AB,SHARES,N/A,EDITS_ONLY,AB
OX2SS,EH.D.OX2SS.CASH.IP,OX2 AB,SHARES,N/A,CLOSED,AB
PEABB,EH.D.PEABB.CASH.IP,Peab AB,SHARES,N/A,EDITS_ONLY,AB
ROKOBSS,EH.D.ROKOBSS.CASH.IP,Roko AB,SHARES,N/A,EDITS_ONLY,AB
SASSS,EH.D.SASSS.CASH.IP,SAS AB,SHARES,N/A,CLOSED,AB
SASDC,EP.D.SASDC.CASH.IP,SAS AB (Danish),SHARES,N/A,CLOSED,AB
SSABA,EH.D.SSABA.CASH.IP,SSAB AB (publ) - A,SHARES,N/A,EDITS_ONLY,AB
SAABBSS,EH.D.SAABBSS.CASH.IP,Saab AB,SHARES,N/A,EDITS_ONLY,AB
SHBA,EH.D.SHBA.CASH.IP,Svenska Handelsbanken AB,SHARES,N/A,EDITS_ONLY,AB
URBITSS,EH.D.URBITSS.CASH.IP,URB-IT AB,SHARES,N/A,CLOSED,AB
ASSAB,EH.D.ASSAB.CASH.IP,Assa Abloy AB - B,SHARES,N/A,EDITS_ONLY,AB
ABSOSS,EH.D.ABSOSS.CASH.IP,Absolent Group AB (publ),SHARES,N/A,EDITS_ONLY,AB
2CUREXSS,EH.D.2CUREXSS.CASH.IP,2cureX AB,SHARES,N/A,EDITS_ONLY,AB
4CSS,EH.D.4CSS.CASH.IP,4c Group AB,SHARES,N/A,EDITS_ONLY,AB
SAGAASS,EH.D.SAGAASS.CASH.IP,AB Sagax (publ) - A,SHARES,N/A,EDITS_ONLY,AB
SAGABSS,EH.D.SAGABSS.CASH.IP,AB Sagax - B,SHARES,N/A,EDITS_ONLY,AB
SAGADSS,EH.D.SAGADSS.CASH.IP,AB Sagax - D,SHARES,N/A,EDITS_ONLY,AB
ABVXFP,EC.D.ABVXFP.CASH.IP,ABIVAX SA,SHARES,N/A,EDITS_ONLY,AB
AB9GY,ED.D.AB9GY.CASH.IP,ABO Wind AG,SHARES,N/A,EDITS_ONLY,AB
ALKB,EP.D.ALKB.CASH.IP,ALK-Abello AS,SHARES,N/A,EDITS_ONLY,AB
AQSS,EH.D.AQSS.CASH.IP,AQ Group AB (publ),SHARES,N/A,EDITS_ONLY,AB
ABCLN,KA.D.ABCLN.CASH.IP,Abcam PLC,SHARES,N/A,CLOSED,AB
ACARIXSS,EH.D.ACARIXSS.CASH.IP,Acarix AB,SHARES,N/A,EDITS_ONLY,AB
ACCP,EC.D.ACCP.CASH.IP,Accor SA,SHARES,N/A,EDITS_ONLY,AC
ACE,EF.D.ACE.CASH.IP,ACEA SpA,SHARES,N/A,EDITS_ONLY,AC
ACASTSS,EH.D.ACASTSS.CASH.IP,Acast AB,SHARES,N/A,EDITS_ONLY,AC
ACOMONA,EG.D.ACOMONA.CASH.IP,Acomo N.V,SHARES,N/A,EDITS_ONLY,AC
AKRNLI,PK.D.AKRNLI.CASH.IP,Acron PJSC,SHARES,N/A,CLOSED,AC
NETGSS,EH.D.NETGSS.CASH.IP,Acroud AB,SHARES,N/A,EDITS_ONLY,AC
PIEZOSS,EH.D.PIEZOSS.CASH.IP,Acuvi AB,SHARES,N/A,EDITS_ONLY,AC
ACIUUS,UA.D.ACIUUS.CASH.IP,AC Immune SA,SHARES,N/A,TRADEABLE,AC
ACGLN,KC.D.ACGLN.CASH.IP,ACG Metals Ltd,SHARES,N/A,EDITS_ONLY,AC
ATIFP,EC.D.ATIFP.CASH.IP,ACTIA Group SA,SHARES,N/A,EDITS_ONLY,AC
ACADSS,EH.D.ACADSS.CASH.IP,AcadeMedia AB (publ),SHARES,N/A,EDITS_ONLY,AC
ACCELNA,EG.D.ACCELNA.CASH.IP,Accell Group,SHARES,N/A,CLOSED,AC
ACCDUS,UA.D.ACCDUS.CASH.IP,Accolade Inc,SHARES,N/A,CLOSED,AC
ACCONSS,EH.D.ACCONSS.CASH.IP,Acconeer AB,SHARES,N/A,EDITS_ONLY,AC
ARAYUS,UA.D.ARAYUS.CASH.IP,Accuray Inc,SHARES,N/A,TRADEABLE,AC
IDRAUS,UB.D.IDRAUS.CASH.IP,Aceragen Inc,SHARES,N/A,CLOSED,AC
AKAOUS,UA.D.AKAOUS.CASH.IP,Achaogen Inc,SHARES,N/A,CLOSED,AC
ACONUS,UA.D.ACONUS.CASH.IP,Aclarion Inc,SHARES,N/A,TRADEABLE,AC
ACOUSS,EH.D.ACOUSS.CASH.IP,AcouSort AB,SHARES,N/A,EDITS_ONLY,AC
ATICSS,EH.D.ATICSS.CASH.IP,Actic Group AB,SHARES,N/A,EDITS_ONLY,AC
ACIW,UA.D.ACIW.CASH.IP,ACI Worldwide Inc,SHARES,N/A,TRADEABLE,AC
ACMRUS,UA.D.ACMRUS.CASH.IP,ACM Research Inc,SHARES,N/A,TRADEABLE,AC
ADTN,UA.D.ADTN.CASH.IP,ACORN HOLDCO INC COM,SHARES,N/A,TRADEABLE,AC
ACVAUS,UA.D.ACVAUS.CASH.IP,ACV Auctions Inc,SHARES,N/A,TRADEABLE,AC
ABGLN,KA.D.ABGLN.CASH.IP,Acacia Mining PLC,SHARES,N/A,CLOSED,AC
ACFNUS,UA.D.ACFNUS.CASH.IP,Acorn Energy Inc,SHARES,N/A,TRADEABLE,AC
ACTISS,EH.D.ACTISS.CASH.IP,Active Biotech AB (publ),SHARES,N/A,EDITS_ONLY,AC
AOMLN,KC.D.AOMLN.CASH.IP,ActiveOps Limited,SHARES,N/A,EDITS_ONLY,AC
