ticker,epic,instrument_name,currency,market_status,expiry,instrument_type,search_term
BIOTSS,EH.D.BIOTSS.CASH.IP,Biotage AB,N/A,OFFLINE,-,SHARES,BI
BTLSBB,EA.D.BTLSBB.CASH.IP,Biotalys NV,N/A,TRADEABLE,-,SHARES,Bio
BTMDUS,UA.D.BTMDUS.CASH.IP,Biote Corp,N/A,TRADEABLE,-,SHARES,BI
BIOGY,ED.D.BIOGY.CASH.IP,Biotest AG,N/A,OFFLINE,-,SHARES,BI
BIO3GY,ED.D.BIO3GY.CASH.IP,Biotest AG - Pfd,N/A,OFFLINE,-,SHARES,PF
BVXPLN,KC.D.BVXPLN.CASH.IP,Bioventix PLC,N/A,TRADEABLE,-,SHARES,Bio
BVSUS,UA.D.BVSUS.CASH.IP,Bioventus Inc,N/A,TRADEABLE,-,SHARES,Bio
BIOVSW,EJ.D.BIOVSW.CASH.IP,BioVersys AG,N/A,TRADEABLE,-,SHARES,BI
BIVIUS,UA.D.BIVIUS.CASH.IP,BioVie Inc,N/A,TRADEABLE,-,SHARES,BI
BRDSUS,SA.D.BRDSUS.CASH.IP,Bird Global Inc,N/A,OFFLINE,-,SHARES,GL
DNJRUS,UB.D.DNJRUS.CASH.IP,Bit Digital Inc (24 Hours),N/A,TRADEABLE,-,SHARES,DI
QBTCCN,KN.D.QBTCCN.CASH.IP,Bitcoin Fund/The,N/A,TRADEABLE,-,SHARES,FU
BTGOUS,SA.D.BTGOUS.CASH.IP,Bitgo Holdings Inc,N/A,TRADEABLE,-,SHARES,Holdings
BJRIUS,UA.D.BJRIUS.CASH.IP,BJ's Restaurants Inc,N/A,TRADEABLE,-,SHARES,BJ
BJUS,SA.D.BJUS.CASH.IP,BJ's Wholesale Club Holdings Inc,N/A,TRADEABLE,-,SHARES,BJ
BORGSS,EH.D.BORGSS.CASH.IP,Bjorn Borg AB,N/A,TRADEABLE,-,SHARES,BJ
BKTIUS,SI.D.BKTIUS.CASH.IP,BK Technologies Corp,N/A,TRADEABLE,-,SHARES,BK
BKI,AF.D.BKI.CASH.IP,BKI Investment Co Ltd,N/A,EDITS_ONLY,-,SHARES,BK
BKUSAV,EK.D.BKUSAV.CASH.IP,BKS Bank AG,N/A,OFFLINE,-,SHARES,BA
BKVUS,SA.D.BKVUS.CASH.IP,BKV Corp,N/A,TRADEABLE,-,SHARES,BK
BKWSW,EJ.D.BKWSW.CASH.IP,BKW AG,N/A,TRADEABLE,-,SHARES,AG
JBYAU,AB.D.JBYAU.CASH.IP,Black Bear Minerals Limited,N/A,EDITS_ONLY,-,SHARES,BL
BKHUS,SA.D.BKHUS.CASH.IP,Black Hills Corp,N/A,TRADEABLE,-,SHARES,BL
BKFSUS,SA.D.BKFSUS.CASH.IP,Black Knight Financial Services Inc,N/A,CLOSED,-,SHARES,KN
BKIUS,SA.D.BKIUS.CASH.IP,Black Knight Inc,N/A,CLOSED,-,SHARES,BL
BSMUS,SA.D.BSMUS.CASH.IP,Black Stone Minerals LP,N/A,TRADEABLE,-,SHARES,LP
BTTCUS,UA.D.BTTCUS.CASH.IP,Black Titan Corp,N/A,TRADEABLE,-,SHARES,BL
BLKB,UA.D.BLKB.CASH.IP,Blackbaud Inc,N/A,TRADEABLE,-,SHARES,BL
RIMCT,KN.D.RIMCT.CASH.IP,Blackberry Ltd (CA),N/A,TRADEABLE,-,SHARES,BB
RIMM,UC.D.RIMM.CASH.IP,Blackberry Ltd (US),N/A,TRADEABLE,-,SHARES,BL
FBTLN,KC.D.FBTLN.CASH.IP,Blackbird PLC,N/A,TRADEABLE,-,SHARES,BL
BFSPLN,KC.D.BFSPLN.CASH.IP,Blackfinch Spring Vct PLC,N/A,TRADEABLE,-,SHARES,VC
BLUS,UA.D.BLUS.CASH.IP,BlackLine Inc,N/A,TRADEABLE,-,SHARES,BL
BKL,AF.D.BKL.CASH.IP,Blackmores Ltd,N/A,CLOSED,-,SHARES,BL
HYTUS,SC.D.HYTUS.CASH.IP,BlackRock Corporate High Yield Fund Inc,N/A,TRADEABLE,-,SHARES,YI
BLKUS,SA.D.BLKUS.CASH.IP,BlackRock Inc (24 Hours),N/A,TRADEABLE,-,SHARES,BL
BKCCUS,UA.D.BKCCUS.CASH.IP,BlackRock Kelso Capital Corp,N/A,CLOSED,-,SHARES,KE
BLWUS,SA.D.BLWUS.CASH.IP,BlackRock Limited Duration Income Trust,N/A,TRADEABLE,-,SHARES,DU
BITUS,SA.D.BITUS.CASH.IP,BlackRock Multi-Sector Income Trust,N/A,TRADEABLE,-,SHARES,MU
MUAUS,SE.D.MUAUS.CASH.IP,BlackRock MuniAssets Fund Inc,N/A,TRADEABLE,-,SHARES,MU
BKKUS,SA.D.BKKUS.CASH.IP,BlackRock Municipal 2020 Term Trust,N/A,CLOSED,-,SHARES,MU
BLEUS,SA.D.BLEUS.CASH.IP,BlackRock Municipal Income Trust II,N/A,CLOSED,-,SHARES,II
MHDUS,SE.D.MHDUS.CASH.IP,BlackRock MuniHoldings Fund Inc,N/A,TRADEABLE,-,SHARES,MU
BSDUS,SA.D.BSDUS.CASH.IP,BlackRock Strategic Municipal Trust,N/A,CLOSED,-,SHARES,MU
TCPCUS,UD.D.TCPCUS.CASH.IP,BlackRock TCP Capital Corp,N/A,TRADEABLE,-,SHARES,TC
BX,SA.D.BX.CASH.IP,Blackstone Group LP (24 Hours),N/A,TRADEABLE,-,SHARES,BL
BGLFLN,KC.D.BGLFLN.CASH.IP,Blackstone GSO Loan Financing Limited,N/A,OFFLINE,-,SHARES,GS
BGLPLN,KC.D.BGLPLN.CASH.IP,Blackstone GSO Loan Financing Limited GBp,N/A,OFFLINE,-,SHARES,GS
BWFAU,AB.D.BWFAU.CASH.IP,BlackWall Limited,N/A,EDITS_ONLY,-,SHARES,BL
BZAIUS,UA.D.BZAIUS.CASH.IP,Blaize Holdings Inc,N/A,TRADEABLE,-,SHARES,BL
BLNDUS,SA.D.BLNDUS.CASH.IP,Blend Labs Inc,N/A,TRADEABLE,-,SHARES,BL
BB1AU,AB.D.BB1AU.CASH.IP,Blinklab Ltd,N/A,EDITS_ONLY,-,SHARES,BL
HRBUS,SC.D.HRBUS.CASH.IP,Block (H&R) Inc,N/A,TRADEABLE,-,SHARES,BL
BLOELN,KC.D.BLOELN.CASH.IP,Block Energy PLC,N/A,TRADEABLE,-,SHARES,BL
SQUS,SG.D.SQUS.CASH.IP,Block Inc (24 Hours),N/A,TRADEABLE,-,SHARES,BL
SQ2AU,AB.D.SQ2AU.CASH.IP,Block Inc (AU),N/A,EDITS_ONLY,-,SHARES,AP
325HK,AC.D.325HK.CASH.IP,Bloks Group Ltd,N/A,EDITS_ONLY,-,SHARES,BL
BLMNUS,UA.D.BLMNUS.CASH.IP,Bloomin' Brands Inc,N/A,TRADEABLE,-,SHARES,BL
BMY,KA.D.BMY.CASH.IP,Bloomsbury Publishing PLC,N/A,TRADEABLE,-,SHARES,PU
BLBDUS,UA.D.BLBDUS.CASH.IP,Blue Bird Corp,N/A,TRADEABLE,-,SHARES,BL
BULAU,AB.D.BULAU.CASH.IP,Blue Energy Ltd,N/A,EDITS_ONLY,-,SHARES,BL
BGLUS,UA.D.BGLUS.CASH.IP,Blue Gold Ltd,N/A,TRADEABLE,-,SHARES,BL
BMMUS,UA.D.BMMUS.CASH.IP,Blue Moon Metals Inc,N/A,TRADEABLE,-,SHARES,BL
ORCCUS,SE.D.ORCCUS.CASH.IP,Blue Owl Capital Corporation,N/A,TRADEABLE,-,SHARES,OW
OWLUS,SE.D.OWLUS.CASH.IP,Blue Owl Capital Inc,N/A,TRADEABLE,-,SHARES,BL
OWLWSUS,SE.D.OWLWSUS.CASH.IP,Blue Owl Capital Inc - Warrants,N/A,CLOSED,-,SHARES,OW
PRSMLN,KC.D.PRSMLN.CASH.IP,Blue Prism PLC,N/A,OFFLINE,-,SHARES,BL
BLAAU,AB.D.BLAAU.CASH.IP,Blue Sky Alternative Investments Ltd,N/A,CLOSED,-,SHARES,SK
BLUEFP,EC.D.BLUEFP.CASH.IP,Blue Solutions,N/A,TRADEABLE,-,SHARES,BL
BSFCUS,UA.D.BSFCUS.CASH.IP,Blue Star Foods Corp,N/A,OFFLINE,-,SHARES,BL
BLUEUS,UA.D.BLUEUS.CASH.IP,Bluebird Bio Inc,N/A,CLOSED,-,SHARES,BL
BCTAU,AB.D.BCTAU.CASH.IP,Bluechiip Limited,N/A,CLOSED,-,SHARES,BL
NORNO,EL.D.NORNO.CASH.IP,BlueNord ASA,N/A,TRADEABLE,-,SHARES,BL
TFPNUS,SI.D.TFPNUS.CASH.IP,Blueprint Chesapeake Multi-Asset Trend ETF,N/A,TRADEABLE,-,SHARES,MU
BSL,AA.D.BSL.CASH.IP,BlueScope Steel Ltd,N/A,EDITS_ONLY,-,SHARES,BL
BLGAU,AB.D.BLGAU.CASH.IP,BluGlass Ltd,N/A,EDITS_ONLY,-,SHARES,BL
MFACUS,SE.D.MFACUS.CASH.IP,BM Technologies,N/A,CLOSED,-,SHARES,BM
BMCAU,AB.D.BMCAU.CASH.IP,BMC Minerals Ltd,N/A,EDITS_ONLY,-,SHARES,BM
4694JT,AJ.D.4694JT.CASH.IP,BML Inc,N/A,EDITS_ONLY,-,SHARES,BM
ZWCCN,KN.D.ZWCCN.CASH.IP,BMO Canadian High Dividend Covered Call ETF,N/A,TRADEABLE,-,SHARES,BM
FCPT,KA.D.FCPT.CASH.IP,BMO Commercial Property Trust Limited,N/A,OFFLINE,-,SHARES,BM
ZWBCN,KN.D.ZWBCN.CASH.IP,BMO Covered Call Canadian Banks ETF,N/A,TRADEABLE,-,SHARES,BM
ZWACN,KN.D.ZWACN.CASH.IP,BMO Covered Call Dow Jones Industrial Average Hedged to CAD ETF,N/A,TRADEABLE,-,SHARES,BM
ZRECN,KN.D.ZRECN.CASH.IP,BMO Equal Weight REITs Index ETF,N/A,TRADEABLE,-,SHARES,BM
ZFLCT,KN.D.ZFLCT.CASH.IP,BMO Long Federal Bond Index ETF,N/A,TRADEABLE,-,SHARES,BM
ZEBCT,KN.D.ZEBCT.CASH.IP,BMO S&P TSX Equal Weight Banks Index ETF,N/A,TRADEABLE,-,SHARES,BM
ZWHCN,KN.D.ZWHCN.CASH.IP,BMO US High Dividend Covered Call ETF,N/A,TRADEABLE,-,SHARES,BM
BMTLN,KC.D.BMTLN.CASH.IP,BMT - T.F. & J.H. Braime (Holdings) PLC,N/A,TRADEABLE,-,SHARES,BM
BMTOLN,KC.D.BMTOLN.CASH.IP,BMTO - T.F. & J.H. Braime (Holdings) PLC,N/A,TRADEABLE,-,SHARES,BM
GMYAU,AB.D.GMYAU.CASH.IP,BNK Banking Corporation Limited,N/A,EDITS_ONLY,-,SHARES,BN
DJILN,KC.D.DJILN.CASH.IP,BNN Technology plc,N/A,CLOSED,-,SHARES,BN
ISTMGY,ED.D.ISTMGY.CASH.IP,BNP Paribas Easy - iSTOXX MUTB Japan Quality 150,N/A,OFFLINE,-,SHARES,BN
BNPP,EC.D.BNPP.CASH.IP,BNP Paribas SA,N/A,TRADEABLE,-,SHARES,BN
2388HK,AC.D.2388HK.CASH.IP,BOC Hong Kong Holdings Ltd,N/A,EDITS_ONLY,-,SHARES,HO
BA,SA.D.BA.CASH.IP,Boeing Co (24 Hours),N/A,TRADEABLE,-,SHARES,BA
WIFIUS,UD.D.WIFIUS.CASH.IP,Boingo Wireless Inc,N/A,CLOSED,-,SHARES,WI
BOIFP,EC.D.BOIFP.CASH.IP,Boiron SA,N/A,TRADEABLE,-,SHARES,BO
BOKF,UA.D.BOKF.CASH.IP,BOK Financial Corp,N/A,TRADEABLE,-,SHARES,FI
BOKULN,KC.D.BOKULN.CASH.IP,Boku Inc,N/A,TRADEABLE,-,SHARES,BO
BOLSS,EH.D.BOLSS.CASH.IP,Boliden AB,N/A,TRADEABLE,-,SHARES,BO
ALBFP,EC.D.ALBFP.CASH.IP,Bollore SE,N/A,TRADEABLE,-,SHARES,BO
BONAVBSS,EH.D.BONAVBSS.CASH.IP,Bonava AB,N/A,TRADEABLE,-,SHARES,BO
JUPWUS,UB.D.JUPWUS.CASH.IP,Bonk Inc,N/A,TRADEABLE,-,SHARES,BO
BRUNUS,UA.D.BRUNUS.CASH.IP,Boost Run Inc,N/A,TRADEABLE,-,SHARES,RU
3OILIM,EF.D.3OILIM.CASH.IP,Boost WTI Oil 3x Leverage Daily ETP,N/A,TRADEABLE,-,SHARES,WT
BHY,KA.D.BHY.CASH.IP,Boot (Henry) PLC,N/A,TRADEABLE,-,SHARES,BO
BOOZTDC,EP.D.BOOZTDC.CASH.IP,Boozt AB (Copenhagen),N/A,TRADEABLE,-,SHARES,BO
BOOZTSS,EH.D.BOOZTSS.CASH.IP,Boozt AB (publ),N/A,TRADEABLE,-,SHARES,BO
BQUS,SA.D.BQUS.CASH.IP,Boqii Holding Limited,N/A,TRADEABLE,-,SHARES,BQ
BLD,AA.D.BLD.CASH.IP,Boral Ltd,N/A,CLOSED,-,SHARES,BO
BOREOFH,EB.D.BOREOFH.CASH.IP,Boreo Oyj,N/A,TRADEABLE,-,SHARES,BO
BOIM,EF.D.BOIM.CASH.IP,Borgosesi ASA,N/A,OFFLINE,-,SHARES,BO
BDRILLNO,EL.D.BDRILLNO.CASH.IP,Borr Drilling Limited,N/A,CLOSED,-,SHARES,DR
BORRUS,SA.D.BORRUS.CASH.IP,Borr Drilling Limited (US),N/A,TRADEABLE,-,SHARES,DR
BVBGY,ED.D.BVBGY.CASH.IP,Borussia Dortmund GmbH & Co KGaA,N/A,TRADEABLE,-,SHARES,GM
BOMNUS,UA.D.BOMNUS.CASH.IP,Boston Omaha Corporation,N/A,TRADEABLE,-,SHARES,OM
BUYAU,AB.D.BUYAU.CASH.IP,Bounty Oil & Gas NL,N/A,EDITS_ONLY,-,SHARES,NL
BUYOAU,AB.D.BUYOAU.CASH.IP,Bounty Oil & Gas NL Options @ AUD 0.025 EXP 30/11/2025,N/A,CLOSED,-,SHARES,NL
GBB,EC.D.GBB.CASH.IP,Bourbon SA,N/A,CLOSED,-,SHARES,BO
BOCJSP,AG.D.BOCJSP.CASH.IP,Boustead Projects Pte Ltd,N/A,CLOSED,-,SHARES,PT
BOUVNO,EL.D.BOUVNO.CASH.IP,Bouvet ASA,N/A,TRADEABLE,-,SHARES,BO
EN,EC.D.EN.CASH.IP,Bouygues SA,N/A,TRADEABLE,-,SHARES,EN
BOXUS,SA.D.BOXUS.CASH.IP,Box Inc,N/A,TRADEABLE,-,SHARES,BO
BOXDWSUS,SA.D.BOXDWSUS.CASH.IP,Boxed Inc Warrants,N/A,CLOSED,-,SHARES,WA
BPMLN,KC.D.BPMLN.CASH.IP,BP Marsh & Partners PLC,N/A,TRADEABLE,-,SHARES,BP
BPMPUS,SA.D.BPMPUS.CASH.IP,BP Midstream Partners LP,N/A,CLOSED,-,SHARES,BP
BP,KA.D.BP.CASH.IP,BP PLC,N/A,TRADEABLE,-,SHARES,BP
BPUS,SA.D.BPUS.CASH.IP,BP PLC - ADR,N/A,TRADEABLE,-,SHARES,AD
XX3000223,KC.D.XX3000223.CASH.IP,BP PLC - Pfd,N/A,TRADEABLE,-,SHARES,BP
BPTUS,SA.D.BPTUS.CASH.IP,BP Prudhoe Bay Royalty Trust,N/A,OFFLINE,-,SHARES,BP
BPHAU,AB.D.BPHAU.CASH.IP,BPH Energy Limited,N/A,EDITS_ONLY,-,SHARES,BP
BPHOBAU,AB.D.BPHOBAU.CASH.IP,BPH Energy Limited Options @ AUD 0.03 EXP 30/09/2024,N/A,CLOSED,-,SHARES,BP
BPHOAU,AB.D.BPHOAU.CASH.IP,BPH Energy Ltd 29OCT25 0.03 OPTION,N/A,CLOSED,-,SHARES,BP
BPHOAAU,AB.D.BPHOAAU.CASH.IP,BPH Energy Ltd Options @ AUD0.05 EXP 29.07.2022,N/A,CLOSED,-,SHARES,BP
SCUAU,AB.D.SCUAU.CASH.IP,BPH Global Limited,N/A,EDITS_ONLY,-,SHARES,BP
XX300021E,KA.D.XX300021E.CASH.IP,BPLN 8 PERP,N/A,TRADEABLE,-,SHARES,BP
BPMAU,AB.D.BPMAU.CASH.IP,BPM Minerals Limited,N/A,EDITS_ONLY,-,SHARES,BP
BPMOBAU,AB.D.BPMOBAU.CASH.IP,BPM Minerals Ltd 30OCT26 0.15 Option,N/A,EDITS_ONLY,-,SHARES,BP
BPOSTBB,EA.D.BPOSTBB.CASH.IP,bpost SA,N/A,TRADEABLE,-,SHARES,BP
BRCUS,SA.D.BRCUS.CASH.IP,Brady Corp,N/A,TRADEABLE,-,SHARES,BR
BMSLN,KA.D.BMSLN.CASH.IP,Braemar Plc,N/A,TRADEABLE,-,SHARES,BR
TBHUS,UD.D.TBHUS.CASH.IP,Brag House Holdings Inc,N/A,TRADEABLE,-,SHARES,HO
BRAINSS,EH.D.BRAINSS.CASH.IP,BrainCool AB,N/A,TRADEABLE,-,SHARES,BR
BATSJ,AR.D.BATSJ.CASH.IP,Brait SE (SA),N/A,TRADEABLE,-,SHARES,BR
BXB,AA.D.BXB.CASH.IP,Brambles Ltd,N/A,EDITS_ONLY,-,SHARES,BR
BRAM,KA.D.BRAM.CASH.IP,Brammer PLC,N/A,OFFLINE,-,SHARES,BR
BDN,SA.D.BDN.CASH.IP,Brandywine Realty Trust,N/A,TRADEABLE,-,SHARES,Real
BAKUS,SA.D.BAKUS.CASH.IP,Braskem SA,N/A,TRADEABLE,-,SHARES,BR
BRZEUS,UA.D.BRZEUS.CASH.IP,Braze Inc,N/A,TRADEABLE,-,SHARES,BR
BREAU,AB.D.BREAU.CASH.IP,Brazilian Rare Earths Ltd,N/A,EDITS_ONLY,-,SHARES,EA
BRCCUS,SA.D.BRCCUS.CASH.IP,BRC Inc,N/A,TRADEABLE,-,SHARES,BR
BRCKLN,KC.D.BRCKLN.CASH.IP,BRCK Group PLC,N/A,TRADEABLE,-,SHARES,BR
ADS,SA.D.ADS.CASH.IP,Bread Financial Holdings Inc,N/A,TRADEABLE,-,SHARES,Financial
BRBAU,AB.D.BRBAU.CASH.IP,Breaker Resources NL,N/A,CLOSED,-,SHARES,NL
BRE2SS,EH.D.BRE2SS.CASH.IP,Bredband2 i Skandinavien AB,N/A,OFFLINE,-,SHARES,SK
BREBBB,EA.D.BREBBB.CASH.IP,Brederode SA,N/A,TRADEABLE,-,SHARES,BR
BREIM,EF.D.BREIM.CASH.IP,Brembo SpA,N/A,TRADEABLE,-,SHARES,BR
BNRGY,ED.D.BNRGY.CASH.IP,Brenntag AG,N/A,TRADEABLE,-,SHARES,BR
PUNKLN,KC.D.PUNKLN.CASH.IP,BrewDog PLC,N/A,ON_AUCTION,-,SHARES,BR
PDA,SE.D.PDA.CASH.IP,BRF SA - ADR,N/A,CLOSED,-,SHARES,AD
BPIUS,SA.D.BPIUS.CASH.IP,Bridgepoint Education Inc,N/A,OFFLINE,-,SHARES,ED
BRIGSS,EH.D.BRIGSS.CASH.IP,Brighter AB,N/A,OFFLINE,-,SHARES,BR
BHFWV,UA.D.BHFWV.CASH.IP,Brighthouse Financial Inc,N/A,TRADEABLE,-,SHARES,Financial
BARLN,KC.D.BARLN.CASH.IP,Brighton Pier Group PLC,N/A,OFFLINE,-,SHARES,PI
BVUS,SA.D.BVUS.CASH.IP,BrightView Holdings Inc,N/A,TRADEABLE,-,SHARES,BV
BRLTUS,UA.D.BRLTUS.CASH.IP,Brilliant Earth Group Inc,N/A,TRADEABLE,-,SHARES,EA
BCO,SA.D.BCO.CASH.IP,Brink's Co,N/A,TRADEABLE,-,SHARES,BR
BRIIM,EF.D.BRIIM.CASH.IP,Brioschi Sviluppo Immobiliare SpA,N/A,TRADEABLE,-,SHARES,SV
BBLAU,AB.D.BBLAU.CASH.IP,Brisbane Broncos Limited,N/A,EDITS_ONLY,-,SHARES,BR
BWSLN,KC.D.BWSLN.CASH.IP,Bristol & West Plc 8.125% 31/12/49 Pfd,N/A,OFFLINE,-,SHARES,PF
BMYUS,SA.D.BMYUS.CASH.IP,Bristol-Myers Squibb Co (24 Hours),N/A,TRADEABLE,-,SHARES,MY
BMYRUS,SA.D.BMYRUS.CASH.IP,Bristol-Myers Squibb Company (Rights),N/A,CLOSED,-,SHARES,MY
BVIC,KA.D.BVIC.CASH.IP,Britvic PLC,N/A,CLOSED,-,SHARES,BR
AVGO,UA.D.AVGO.CASH.IP,Broadcom Inc (24 Hours),N/A,TRADEABLE,-,SHARES,BR
BRMKUS,SA.D.BRMKUS.CASH.IP,Broadmark Realty Capital Inc,N/A,CLOSED,-,SHARES,Real
BRUS,SA.D.BRUS.CASH.IP,Broadridge Financial Solutions Inc (24 Hours),N/A,TRADEABLE,-,SHARES,BR
AOJPDC,EP.D.AOJPDC.CASH.IP,Brodrene A & O Johansen AS,N/A,TRADEABLE,-,SHARES,JO
HARTDC,EP.D.HARTDC.CASH.IP,Brodrene Hartmann AS,N/A,OFFLINE,-,SHARES,HA
CBHAU,AB.D.CBHAU.CASH.IP,Broken Hill Mines Limited,N/A,EDITS_ONLY,-,SHARES,HI
BEEAU,AB.D.BEEAU.CASH.IP,Broo Ltd,N/A,CLOSED,-,SHARES,BR
BBUCUS,SA.D.BBUCUS.CASH.IP,Brookfield Business -CL A WI,N/A,TRADEABLE,-,SHARES,BU
BNCN,KN.D.BNCN.CASH.IP,Brookfield Corp (CA),N/A,TRADEABLE,-,SHARES,BN
BNUS,SA.D.BNUS.CASH.IP,Brookfield Corp (US),N/A,TRADEABLE,-,SHARES,BN
EP055296E,SB.D.EP055296E.CASH.IP,Brookfield Oaktree Holdings LLC Preferred Shares Series A,N/A,TRADEABLE,-,SHARES,LL
BRO,SA.D.BRO.CASH.IP,Brown & Brown Inc (24 Hours),N/A,TRADEABLE,-,SHARES,BR
DOOCT,KN.D.DOOCT.CASH.IP,BRP Inc,N/A,TRADEABLE,-,SHARES,BR
BRKR,UA.D.BRKR.CASH.IP,Bruker Corp,N/A,TRADEABLE,-,SHARES,BR
BCIM,EF.D.BCIM.CASH.IP,Brunello Cucinelli SpA,N/A,TRADEABLE,-,SHARES,BC
BC,SA.D.BC.CASH.IP,Brunswick Corp,N/A,TRADEABLE,-,SHARES,BC
BSAAU,AB.D.BSAAU.CASH.IP,BSA Ltd,N/A,EDITS_ONLY,-,SHARES,BS
BSAOAU,AB.D.BSAOAU.CASH.IP,BSA Ltd Option @ Aud 0.80 EXP 30/04/2025,N/A,CLOSED,-,SHARES,BS
BLZ,KA.D.BLZ.CASH.IP,BSD Crown Ltd,N/A,OFFLINE,-,SHARES,BS
BSFALN,KC.D.BSFALN.CASH.IP,BSF Enterprise PLC,N/A,TRADEABLE,-,SHARES,BS
BFLAU,AB.D.BFLAU.CASH.IP,BSP Financial Group Limited,N/A,EDITS_ONLY,-,SHARES,BS
BSQRUS,UA.D.BSQRUS.CASH.IP,BSQUARE Corp,N/A,CLOSED,-,SHARES,BS
HOMUCN,KN.D.HOMUCN.CASH.IP,BSR Real Estate Investment Trust,N/A,OFFLINE,-,SHARES,BS
BTBDUS,UA.D.BTBDUS.CASH.IP,BT Brands Inc,N/A,TRADEABLE,-,SHARES,BR
BT,KA.D.BT.CASH.IP,BT Group PLC,N/A,TRADEABLE,-,SHARES,BR
BTBUCN,KN.D.BTBUCN.CASH.IP,BTB Real Estate Investment Trust,N/A,TRADEABLE,-,SHARES,BT
METXUS,UC.D.METXUS.CASH.IP,BTC Digital Ltd,N/A,TRADEABLE,-,SHARES,BT
BTCAU,AB.D.BTCAU.CASH.IP,BTC Health Limited,N/A,EDITS_ONLY,-,SHARES,BT
BTCSUS,UA.D.BTCSUS.CASH.IP,BTCS Inc,N/A,TRADEABLE,-,SHARES,BT
BEG,KA.D.BEG.CASH.IP,BTG Consulting plc,N/A,TRADEABLE,-,SHARES,BT
BGC,KA.D.BGC.CASH.IP,BTG PLC,N/A,TRADEABLE,-,SHARES,BT
BTQUS,UA.D.BTQUS.CASH.IP,BTQ Technologies Corp,N/A,TRADEABLE,-,SHARES,BT
SMMCUS,UD.D.SMMCUS.CASH.IP,BTRS Holdings Inc,N/A,CLOSED,-,SHARES,BT
BTSBSS,EH.D.BTSBSS.CASH.IP,BTS Group AB (publ),N/A,TRADEABLE,-,SHARES,BT
XX301042E,KC.D.XX301042E.CASH.IP,BTW 8 3/4 PERP,N/A,TRADEABLE,-,SHARES,BT
BUSAU,AB.D.BUSAU.CASH.IP,Bubalus Resources Limited,N/A,EDITS_ONLY,-,SHARES,BU
BUBAU,AB.D.BUBAU.CASH.IP,Bubs Australia Limited,N/A,EDITS_ONLY,-,SHARES,BU
NTOG,KC.D.NTOG.CASH.IP,Buccaneer Energy plc,N/A,TRADEABLE,-,SHARES,BU
BUCN,EJ.D.BUCN.CASH.IP,Bucher Industries AG,N/A,TRADEABLE,-,SHARES,BU
BKEUS,SA.D.BKEUS.CASH.IP,Buckle Inc,N/A,TRADEABLE,-,SHARES,BU
BUDAU,AB.D.BUDAU.CASH.IP,Buddy Technologies Limited,N/A,CLOSED,-,SHARES,BU
BUFABSS,EH.D.BUFABSS.CASH.IP,Bufab Holding AB,N/A,TRADEABLE,-,SHARES,BU
6676JT,AJ.D.6676JT.CASH.IP,Buffalo Inc,N/A,EDITS_ONLY,-,SHARES,BU
BUFFLN,KA.D.BUFFLN.CASH.IP,Buffettique Growth ETP,N/A,TRADEABLE,-,SHARES,BU
BBWUS,SA.D.BBWUS.CASH.IP,Build-A-Bear Workshop Inc,N/A,TRADEABLE,-,SHARES,BU
BIQAU,AB.D.BIQAU.CASH.IP,BuildingIQ Inc,N/A,CLOSED,-,SHARES,BU
AUKLN,KC.D.AUKLN.CASH.IP,Built Cybernetics Plc,N/A,TRADEABLE,-,SHARES,CY
BSSP,AG.D.BSSP.CASH.IP,Bukit Sembawang Estates Ltd,N/A,EDITS_ONLY,-,SHARES,BS
BLSHUS,SA.D.BLSHUS.CASH.IP,Bullish (24 Hours),N/A,TRADEABLE,-,SHARES,BU
BULTENSS,EH.D.BULTENSS.CASH.IP,Bulten AB (publ),N/A,TRADEABLE,-,SHARES,BU
BMBLUS,UA.D.BMBLUS.CASH.IP,Bumble Inc,N/A,TRADEABLE,-,SHARES,BU
BGUS,SA.D.BGUS.CASH.IP,Bunge Global SA (24 Hours),N/A,TRADEABLE,-,SHARES,BG
BNZL,KA.D.BNZL.CASH.IP,Bunzl PLC,N/A,TRADEABLE,-,SHARES,BU
BRBY,KA.D.BRBY.CASH.IP,Burberry Group PLC,N/A,TRADEABLE,-,SHARES,BU
BUCN,KN.D.BUCN.CASH.IP,Burcon NutraScience Corporation,N/A,TRADEABLE,-,SHARES,BU
BURESS,EH.D.BURESS.CASH.IP,Bure Equity AB,N/A,TRADEABLE,-,SHARES,BU
BVIFP,EC.D.BVIFP.CASH.IP,Bureau Veritas SA,N/A,TRADEABLE,-,SHARES,BU
BURFP,EC.D.BURFP.CASH.IP,Burelle SA,N/A,TRADEABLE,-,SHARES,BU
BURF,KC.D.BURF.CASH.IP,Burford Capital Ltd,N/A,TRADEABLE,-,SHARES,BU
BRUAU,AB.D.BRUAU.CASH.IP,Buru Energy Ltd,N/A,EDITS_ONLY,-,SHARES,BU
9658JT,AJ.D.9658JT.CASH.IP,Business Brain Showa-Ota Inc,N/A,EDITS_ONLY,-,SHARES,OT
BTNAU,AB.D.BTNAU.CASH.IP,Butn Limited,N/A,EDITS_ONLY,-,SHARES,BU
6090HK,AC.D.6090HK.CASH.IP,Butong Group,N/A,EDITS_ONLY,-,SHARES,BU
BZFDUS,UA.D.BZFDUS.CASH.IP,BuzzFeed Inc,N/A,TRADEABLE,-,SHARES,BU
BZUIM,EF.D.BZUIM.CASH.IP,Buzzi SpA,N/A,TRADEABLE,-,SHARES,BU
