ticker,epic,instrument_name,currency,market_status,expiry,instrument_type,search_term
6141JT,AJ.D.6141JT.CASH.IP,DMG Mori Company Limited,N/A,EDITS_ONLY,-,SHARES,DM
DMXSP,AG.D.DMXSP.CASH.IP,DMX Technologies Group Ltd,N/A,CLOSED,-,SHARES,DM
2109JT,AJ.D.2109JT.CASH.IP,Mitsui DM Sugar Co Limited,N/A,EDITS_ONLY,-,SHARES,DM
DMYDUUS,SB.D.DMYDUUS.CASH.IP,dMY Technology Group Inc. II (Unit),N/A,CLOSED,-,SHARES,DM
DMYIUUS,SB.D.DMYIUUS.CASH.IP,dMY Technology Group Inc. III,N/A,CLOSED,-,SHARES,DM
DMMOAU,AB.D.DMMOAU.CASH.IP,DMC Mining Ltd Options @ AUD 0.20 EXP 30/04/2026,N/A,CLOSED,-,SHARES,DM
DNBNO,EL.D.DNBNO.CASH.IP,DNB ASA,N/A,TRADEABLE,-,SHARES,DN
OBXDNO,EL.D.OBXDNO.CASH.IP,DNB OBX,N/A,TRADEABLE,-,SHARES,DN
DNOWUS,SB.D.DNOWUS.CASH.IP,DNOW Inc,N/A,TRADEABLE,-,SHARES,DN
APDNUS,UA.D.APDNUS.CASH.IP,Applied DNA Sciences Inc,N/A,TRADEABLE,-,SHARES,DN
DNONO,EL.D.DNONO.CASH.IP,DNO International ASA,N/A,TRADEABLE,-,SHARES,DN
DNPUS,SB.D.DNPUS.CASH.IP,DNP Select Income Fund Inc,N/A,TRADEABLE,-,SHARES,DN
DOUS,SB.D.DOUS.CASH.IP,Diamond Offshore Drilling Inc - New,N/A,CLOSED,-,SHARES,DO
DO,SB.D.DO.CASH.IP,Diamond Offshore Drilling Inc - OTC/Delisted,N/A,CLOSED,-,SHARES,DO
DPEULN,KA.D.DPEULN.CASH.IP,DP Eurasia NV,N/A,CLOSED,-,SHARES,DP
DPPLN,KC.D.DPPLN.CASH.IP,DP Poland PLC,N/A,TRADEABLE,-,SHARES,DP
DPANA,EG.D.DPANA.CASH.IP,DPA Group NV,N/A,CLOSED,-,SHARES,DP
DPMAU,AB.D.DPMAU.CASH.IP,DPM Metals Inc,N/A,EDITS_ONLY,-,SHARES,DP
DPM,KN.D.DPM.CASH.IP,DPM Metals Inc,N/A,TRADEABLE,-,SHARES,DP
DPMLFUS,SB.D.DPMLFUS.CASH.IP,DPM Metals Inc (US OTC),N/A,OFFLINE,-,SHARES,DP
XPOAUS,SH.D.XPOAUS.CASH.IP,DPCM Capital Inc (Ord),N/A,CLOSED,-,SHARES,DP
QBTSWSUS,SG.D.QBTSWSUS.CASH.IP,DPCM Capital Inc (Warrants),N/A,CLOSED,-,SHARES,DP
DPALN,KC.D.DPALN.CASH.IP,DP Aircraft I Limited,N/A,TRADEABLE,-,SHARES,DP
DP3DLN,KC.D.DP3DLN.CASH.IP,Downing THREE VCT PLC - DP3D,N/A,OFFLINE,-,SHARES,DP
DP3ELN,KC.D.DP3ELN.CASH.IP,Downing THREE VCT PLC - DP3E,N/A,OFFLINE,-,SHARES,DP
DP3HLN,KC.D.DP3HLN.CASH.IP,Downing THREE VCT PLC - DP3H,N/A,CLOSED,-,SHARES,DP
DP2DLN,KC.D.DP2DLN.CASH.IP,Downing Two VCT PLC - DP2D,N/A,OFFLINE,-,SHARES,DP
DP2ELN,KC.D.DP2ELN.CASH.IP,Downing Two VCT PLC - DP2E,N/A,OFFLINE,-,SHARES,DP
DPSTUS,SI.D.DPSTUS.CASH.IP,Direxion Daily Regional Banks Bull 3X Shares - DPST,N/A,TRADEABLE,-,SHARES,DP
DQUS,SB.D.DQUS.CASH.IP,Daqo New Energy Corp,N/A,TRADEABLE,-,SHARES,DQ
DHI,SB.D.DHI.CASH.IP,DR Horton Inc (24 Hours),N/A,TRADEABLE,-,SHARES,DR
DRDSJ,AR.D.DRDSJ.CASH.IP,DRDGOLD Ltd (SA),N/A,TRADEABLE,-,SHARES,DR
DOCSLN,KA.D.DOCSLN.CASH.IP,Dr. Martens Plc,N/A,TRADEABLE,-,SHARES,DR
DPROUS,UB.D.DPROUS.CASH.IP,Draganfly Inc,N/A,TRADEABLE,-,SHARES,DR
GROWID,EE.D.GROWID.CASH.IP,Draper Esprit (IE),N/A,OFFLINE,-,SHARES,DR
DRX,KA.D.DRX.CASH.IP,Drax Group PLC,N/A,TRADEABLE,-,SHARES,DR
DRILSS,EH.D.DRILSS.CASH.IP,Drillcon AB (publ),N/A,TRADEABLE,-,SHARES,DR
ALDRVFP,EC.D.ALDRVFP.CASH.IP,Drone Volt SA,N/A,TRADEABLE,-,SHARES,DR
DBXUS,UB.D.DBXUS.CASH.IP,Dropbox Inc,N/A,TRADEABLE,-,SHARES,DR
EXMAU,AB.D.EXMAU.CASH.IP,Dropsuite Ltd,N/A,CLOSED,-,SHARES,DR
DRAAU,AB.D.DRAAU.CASH.IP,DRA Global Limited,N/A,CLOSED,-,SHARES,DR
DROOY,SB.D.DROOY.CASH.IP,DRDGOLD Ltd - ADR,N/A,TRADEABLE,-,SHARES,DR
DDRILNO,EL.D.DDRILNO.CASH.IP,Dolphin Drilling AS (Oslo),N/A,TRADEABLE,-,SHARES,DR
DKNGUS,UB.D.DKNGUS.CASH.IP,DraftKings Inc,N/A,TRADEABLE,-,SHARES,DR
1712HK,AC.D.1712HK.CASH.IP,Dragon Mining Ltd,N/A,EDITS_ONLY,-,SHARES,DR
DRGUCT,KN.D.DRGUCT.CASH.IP,Dream Global REIT,N/A,OFFLINE,-,SHARES,DR
4310JT,AJ.D.4310JT.CASH.IP,Dream Incubator Inc,N/A,EDITS_ONLY,-,SHARES,DR
DRNZGY,ED.D.DRNZGY.CASH.IP,Drone UCITS ETF (Ger),N/A,OFFLINE,-,SHARES,DR
DRONLN,KA.D.DRONLN.CASH.IP,Drone UCITS ETF (USD),N/A,TRADEABLE,-,SHARES,DR
GDLLN,KA.D.GDLLN.CASH.IP,Greka Drilling Ltd,N/A,OFFLINE,-,SHARES,DR
DPS,SB.D.DPS.CASH.IP,Keurig Dr Pepper Inc (24 Hours),N/A,TRADEABLE,-,SHARES,DR
2VZGR,ED.D.2VZGR.CASH.IP,Leonardo DRS Inc,N/A,TRADEABLE,-,SHARES,DR
RADAUS,UC.D.RADAUS.CASH.IP,Leonardo DRS Inc,N/A,TRADEABLE,-,SHARES,DR
NORAMNO,EL.D.NORAMNO.CASH.IP,Noram Drilling AS,N/A,TRADEABLE,-,SHARES,DR
ODCUS,SE.D.ODCUS.CASH.IP,Oil-Dri Corp. of America,N/A,TRADEABLE,-,SHARES,DR
SHLFNO,EL.D.SHLFNO.CASH.IP,Shelf Drilling Ltd,N/A,OFFLINE,-,SHARES,DR
278AJT,AJ.D.278AJT.CASH.IP,Terra Drone Corp,N/A,EDITS_ONLY,-,SHARES,DR
VTGUS,SI.D.VTGUS.CASH.IP,Vantage Drilling Co,N/A,OFFLINE,-,SHARES,DR
CG1LN,KA.D.CG1LN.CASH.IP,Amundi ETF DAX UCITS ETF DR,N/A,TRADEABLE,-,SHARES,DR
EFM,KA.D.EFM.CASH.IP,Asia Dragon Trust Plc,N/A,OFFLINE,-,SHARES,DR
BDRILLNO,EL.D.BDRILLNO.CASH.IP,Borr Drilling Limited,N/A,CLOSED,-,SHARES,DR
BORRUS,SA.D.BORRUS.CASH.IP,Borr Drilling Limited (US),N/A,TRADEABLE,-,SHARES,DR
CAPD,KC.D.CAPD.CASH.IP,Capital Drilling Ltd,N/A,TRADEABLE,-,SHARES,DR
CSCAU,AB.D.CSCAU.CASH.IP,Capstone Copper Corp (AU) DR,N/A,EDITS_ONLY,-,SHARES,DR
CJJDUS,UA.D.CJJDUS.CASH.IP,China Jo-Jo Drugstores Inc,N/A,TRADEABLE,-,SHARES,DR
RDYUS,SG.D.RDYUS.CASH.IP,Dr Reddy's Laboratories Ltd - ADR,N/A,TRADEABLE,-,SHARES,DR
DRAIUS,SI.D.DRAIUS.CASH.IP,Draco Evolution AI ETF,N/A,TRADEABLE,-,SHARES,DR
DRW3,ED.D.DRW3.CASH.IP,Draegerwerk AG & Co KGaA,N/A,TRADEABLE,-,SHARES,DR
DRW8GY,ED.D.DRW8GY.CASH.IP,Dragerwerk AG & Co. KGaA,N/A,TRADEABLE,-,SHARES,DR
DMGAU,AB.D.DMGAU.CASH.IP,Dragon Mountain Gold Limited,N/A,EDITS_ONLY,-,SHARES,DR
DTSAU,AB.D.DTSAU.CASH.IP,Dragontail Systems Limited,N/A,CLOSED,-,SHARES,DR
TYKAU,AB.D.TYKAU.CASH.IP,Dreadnought Resources Ltd,N/A,EDITS_ONLY,-,SHARES,DR
DFHUS,UB.D.DFHUS.CASH.IP,Dream Finders Homes Inc,N/A,TRADEABLE,-,SHARES,DR
1126HK,AC.D.1126HK.CASH.IP,Dream International Ltd,N/A,EDITS_ONLY,-,SHARES,DR
DRMCN,KN.D.DRMCN.CASH.IP,Dream Unlimited Corporation,N/A,TRADEABLE,-,SHARES,DR
3793JT,AJ.D.3793JT.CASH.IP,Drecom Company Limited,N/A,EDITS_ONLY,-,SHARES,DR
DRLCODC,EP.D.DRLCODC.CASH.IP,Drilling Company Of 1972 A S (The),N/A,OFFLINE,-,SHARES,DR
DSV,EP.D.DSV.CASH.IP,DSV AS,N/A,TRADEABLE,-,SHARES,DS
DSSUS,SB.D.DSSUS.CASH.IP,DSS Inc,N/A,TRADEABLE,-,SHARES,DS
SMDS,KA.D.SMDS.CASH.IP,DS Smith PLC,N/A,ON_AUCTION,-,SHARES,DS
DSPGUS,UB.D.DSPGUS.CASH.IP,DSP Group Inc,N/A,CLOSED,-,SHARES,DS
DSFIRNA,EG.D.DSFIRNA.CASH.IP,DSM-Firmenich AG,N/A,TRADEABLE,-,SHARES,DS
DSWLN,KC.D.DSWLN.CASH.IP,DSW Capital PLC,N/A,TRADEABLE,-,SHARES,DS
DSMNA,EG.D.DSMNA.CASH.IP,Koninklijke DSM NV,N/A,CLOSED,-,SHARES,DS
DTUS,SB.D.DTUS.CASH.IP,Dynatrace Inc,N/A,TRADEABLE,-,SHARES,DT
DTE,SB.D.DTE.CASH.IP,DTE Energy Co (24 Hours),N/A,TRADEABLE,-,SHARES,DT
DTMWUS,SB.D.DTMWUS.CASH.IP,DT Midstream Inc,N/A,TRADEABLE,-,SHARES,DT
DTIAU,AB.D.DTIAU.CASH.IP,DTI Group Limited,N/A,EDITS_ONLY,-,SHARES,DT
9682JT,AJ.D.9682JT.CASH.IP,DTS Corporation,N/A,EDITS_ONLY,-,SHARES,DT
DUELLFH,EB.D.DUELLFH.CASH.IP,Duell Oyj,N/A,TRADEABLE,-,SHARES,DU
DUEGY,ED.D.DUEGY.CASH.IP,Duerr AG,N/A,TRADEABLE,-,SHARES,DU
DUSTSS,EH.D.DUSTSS.CASH.IP,Dustin AB (publ),N/A,TRADEABLE,-,SHARES,DU
DUK,SB.D.DUK.CASH.IP,Duke Energy Corp (24 Hours),N/A,TRADEABLE,-,SHARES,DU
DCOUS,SB.D.DCOUS.CASH.IP,Ducommun Inc,N/A,TRADEABLE,-,SHARES,DU
DEARSS,EH.D.DEARSS.CASH.IP,Duearity AB,N/A,OFFLINE,-,SHARES,DU
DUOLUS,UB.D.DUOLUS.CASH.IP,Duolingo Inc (24 Hours),N/A,TRADEABLE,-,SHARES,DU
DRRXUS,UB.D.DRRXUS.CASH.IP,Durect Corp,N/A,CLOSED,-,SHARES,DU
DPTFP,EC.D.DPTFP.CASH.IP,S.T. Dupont SA,N/A,TRADEABLE,-,SHARES,DU
DRE,SB.D.DRE.CASH.IP,Duke Realty Corp,N/A,CLOSED,-,SHARES,DU
DLTHUS,UB.D.DLTHUS.CASH.IP,Duluth Holdings Inc,N/A,TRADEABLE,-,SHARES,DU
DNBUS,SB.D.DNBUS.CASH.IP,Dun & Bradstreet Corp,N/A,CLOSED,-,SHARES,DU
DCACN,KN.D.DCACN.CASH.IP,Dundee Corporation,N/A,TRADEABLE,-,SHARES,DU
DNLM,KA.D.DNLM.CASH.IP,Dunelm Group PLC,N/A,TRADEABLE,-,SHARES,DU
DURAU,AB.D.DURAU.CASH.IP,Duratec Limited,N/A,EDITS_ONLY,-,SHARES,DU
MDFSM,EI.D.MDFSM.CASH.IP,Duro Felguera SA,N/A,TRADEABLE,-,SHARES,DU
DSKAU,AB.D.DSKAU.CASH.IP,Dusk Group Limited,N/A,EDITS_ONLY,-,SHARES,DU
DBFAU,AB.D.DBFAU.CASH.IP,Duxton Farms Ltd,N/A,EDITS_ONLY,-,SHARES,DU
DNDCN,KN.D.DNDCN.CASH.IP,Dye & Durham Limited,N/A,TRADEABLE,-,SHARES,DU
MDMFP,EC.D.MDMFP.CASH.IP,Maisons du Monde SA,N/A,TRADEABLE,-,SHARES,DU
TDSAPL,PO.D.TDSAPL.CASH.IP,Teixeira Duarte SA,N/A,TRADEABLE,-,SHARES,DU
WDUS,SH.D.WDUS.CASH.IP,Walker & Dunlop Inc,N/A,TRADEABLE,-,SHARES,DU
CBDGFP,EC.D.CBDGFP.CASH.IP,Compagnie du Cambodge,N/A,OFFLINE,-,SHARES,DU
DUGAU,AB.D.DUGAU.CASH.IP,DUG Technology Limited,N/A,EDITS_ONLY,-,SHARES,DU
DWDPUS,SB.D.DWDPUS.CASH.IP,DuPont de Nemours Inc (24 Hours),N/A,TRADEABLE,-,SHARES,DU
DUBAU,AB.D.DUBAU.CASH.IP,Dubber Corporation Limited,N/A,EDITS_ONLY,-,SHARES,DU
DCTUS,UB.D.DCTUS.CASH.IP,Duck Creek Technologies Inc,N/A,CLOSED,-,SHARES,DU
NAPAUS,SE.D.NAPAUS.CASH.IP,Duckhorn Portfolio Inc/The,N/A,CLOSED,-,SHARES,DU
DUKELN,KC.D.DUKELN.CASH.IP,Duke Capital Limited,N/A,TRADEABLE,-,SHARES,DU
DKMAU,AB.D.DKMAU.CASH.IP,Duketon Mining Limited,N/A,EDITS_ONLY,-,SHARES,DU
DUNAU,AB.D.DUNAU.CASH.IP,Dundas Minerals Limited,N/A,EDITS_ONLY,-,SHARES,DU
4665JT,AJ.D.4665JT.CASH.IP,Duskin Company Limited,N/A,EDITS_ONLY,-,SHARES,DU
DFILSP,AG.D.DFILSP.CASH.IP,Duty Free International Ltd,N/A,EDITS_ONLY,-,SHARES,DU
RDSA,KA.D.RDSA.CASH.IP,Royal Dutch Shell PLC - A (LSE),N/A,OFFLINE,-,SHARES,DU
ALVDMFP,EC.D.ALVDMFP.CASH.IP,Voyageurs du Monde SA,N/A,TRADEABLE,-,SHARES,DU
MWOTGY,ED.D.MWOTGY.CASH.IP,Amundi Russell 1000 Growth UCITS ETF/Dublin,N/A,TRADEABLE,-,SHARES,DU
ADEFAU,AB.D.ADEFAU.CASH.IP,Apostle Dundas Global Equity Fund/ETF,N/A,EDITS_ONLY,-,SHARES,DU
BLWUS,SA.D.BLWUS.CASH.IP,BlackRock Limited Duration Income Trust,N/A,TRADEABLE,-,SHARES,DU
DSACUUS,UB.D.DSACUUS.CASH.IP,Duddell Street Acquisition Corporation,N/A,CLOSED,-,SHARES,DU
DREFLN,KA.D.DREFLN.CASH.IP,Duet Real Estate Finance Ltd/Fund,N/A,OFFLINE,-,SHARES,DU
DPGUS,SB.D.DPGUS.CASH.IP,Duff & Phelps Global Utility Income Fund Inc,N/A,TRADEABLE,-,SHARES,DU
DSEUS,SB.D.DSEUS.CASH.IP,Duff & Phelps Select Energy MLP Fund Inc,N/A,CLOSED,-,SHARES,DU
DUNEUUS,UB.D.DUNEUUS.CASH.IP,Dune Acquisition Corporation (unit),N/A,CLOSED,-,SHARES,DU
DNELN,KA.D.DNELN.CASH.IP,Dunedin Enterprise Investment Trust PLC,N/A,SUSPENDED,-,SHARES,DU
DVUS,SB.D.DVUS.CASH.IP,DoubleVerify Holdings Inc,N/A,TRADEABLE,-,SHARES,DV
DWUS,SB.D.DWUS.CASH.IP,LCI Industries,N/A,TRADEABLE,-,SHARES,DW
DWFLN,KA.D.DWFLN.CASH.IP,DWF Group plc,N/A,OFFLINE,-,SHARES,DW
CHD,SB.D.CHD.CASH.IP,Church & Dwight Co Inc (24 Hours),N/A,TRADEABLE,-,SHARES,DW
DWSGY,ED.D.DWSGY.CASH.IP,DWS Group GmbH & Co. KGaA,N/A,TRADEABLE,-,SHARES,DW
KTFUS,SD.D.KTFUS.CASH.IP,DWS Municipal Income Trust,N/A,TRADEABLE,-,SHARES,DW
DXUS,SB.D.DXUS.CASH.IP,Dynex Capital Inc,N/A,TRADEABLE,-,SHARES,DX
DXNOAAU,AB.D.DXNOAAU.CASH.IP,DXN Ltd,N/A,CLOSED,-,SHARES,DX
DXLN,KA.D.DXLN.CASH.IP,DX Group Ltd,N/A,OFFLINE,-,SHARES,DX
DXNAU,AB.D.DXNAU.CASH.IP,DXN Limited,N/A,EDITS_ONLY,-,SHARES,DX
VRCILN,KC.D.VRCILN.CASH.IP,Verici Dx PLC,N/A,TRADEABLE,-,SHARES,DX
DXPEUS,UB.D.DXPEUS.CASH.IP,DXP Enterprises Inc,N/A,TRADEABLE,-,SHARES,DX
DXCUS,SB.D.DXCUS.CASH.IP,DXC Technology Company,N/A,TRADEABLE,-,SHARES,DX
DXSPPZ,KC.D.DXSPPZ.CASH.IP,DXS International PLC,N/A,TRADEABLE,-,SHARES,DX
DXNODAU,AB.D.DXNODAU.CASH.IP,DXN Limited OPTIONS @0.02 EXP 18.05.2022,N/A,CLOSED,-,SHARES,DX
DY,SB.D.DY.CASH.IP,Dycom Industries Inc,N/A,TRADEABLE,-,SHARES,DY
DYN,SB.D.DYN.CASH.IP,Dynegy Inc,N/A,OFFLINE,-,SHARES,DY
ETHMUS,UB.D.ETHMUS.CASH.IP,Dynamix Corp,N/A,TRADEABLE,-,SHARES,DY
ABDPLN,KC.D.ABDPLN.CASH.IP,AB Dynamics PLC,N/A,TRADEABLE,-,SHARES,DY
TDVOXSS,EH.D.TDVOXSS.CASH.IP,Dynavox Group AB,N/A,TRADEABLE,-,SHARES,DY
IPL,AF.D.IPL.CASH.IP,Dyno Nobel Limited,N/A,EDITS_ONLY,-,SHARES,DY
STLD,UD.D.STLD.CASH.IP,Steel Dynamics Inc (24 Hours),N/A,TRADEABLE,-,SHARES,DY
PLOWUS,SE.D.PLOWUS.CASH.IP,Douglas Dynamics Inc,N/A,TRADEABLE,-,SHARES,DY
2590JT,AJ.D.2590JT.CASH.IP,DyDo Group Holdings Inc,N/A,EDITS_ONLY,-,SHARES,DY
DYAIUS,UB.D.DYAIUS.CASH.IP,Dyadic International Inc,N/A,TRADEABLE,-,SHARES,DY
2675JT,AJ.D.2675JT.CASH.IP,Dynac Holdings Corporation,N/A,CLOSED,-,SHARES,DY
DLNGUS,UB.D.DLNGUS.CASH.IP,Dynagas LNG Partners LP,N/A,TRADEABLE,-,SHARES,DY
BOOMUS,UA.D.BOOMUS.CASH.IP,Dynamic Materials Corp,N/A,TRADEABLE,-,SHARES,DY
DYMAU,AB.D.DYMAU.CASH.IP,Dynamic Metals Limited,N/A,EDITS_ONLY,-,SHARES,DY
DYNTUS,UB.D.DYNTUS.CASH.IP,Dynatronics Corporation,N/A,OFFLINE,-,SHARES,DY
DVAX,UB.D.DVAX.CASH.IP,Dynavax Technologies Corp,N/A,CLOSED,-,SHARES,DY
DYNEUS,UB.D.DYNEUS.CASH.IP,Dyne Therapeutics Inc,N/A,TRADEABLE,-,SHARES,DY
GD,SC.D.GD.CASH.IP,General Dynamics Corp (24 Hours),N/A,TRADEABLE,-,SHARES,DY
GDYNUS,UB.D.GDYNUS.CASH.IP,Grid Dynamics Holdings Inc,N/A,TRADEABLE,-,SHARES,DY
2433JT,AJ.D.2433JT.CASH.IP,Hakuhodo DY Holdings Inc,N/A,EDITS_ONLY,-,SHARES,DY
MOGPLN,KC.D.MOGPLN.CASH.IP,Hellenic Dynamics PLC,N/A,SUSPENDED,-,SHARES,DY
PDIUS,SE.D.PDIUS.CASH.IP,Pimco Dynamic Income Fund,N/A,TRADEABLE,-,SHARES,DY
DMKTAU,AB.D.DMKTAU.CASH.IP,AMP Capital Dynamic Markets Fund Hedge Fund,N/A,CLOSED,-,SHARES,DY
AODUS,SA.D.AODUS.CASH.IP,Aberdeen Total Dynamic Dividend Fund,N/A,TRADEABLE,-,SHARES,DY
ARDCUS,SA.D.ARDCUS.CASH.IP,Ares Dynamic Credit Allocation Fund Inc,N/A,TRADEABLE,-,SHARES,DY
CCDUS,UA.D.CCDUS.CASH.IP,Calamos Dynamic Convertible & Income Fund,N/A,TRADEABLE,-,SHARES,DY
DXGCN,KN.D.DXGCN.CASH.IP,Dynamic Active Global Dividend ETF,N/A,TRADEABLE,-,SHARES,DY
INKAU,AB.D.INKAU.CASH.IP,Hydrocarbon Dynamics Limited,N/A,EDITS_ONLY,-,SHARES,DY
VTAUS,SH.D.VTAUS.CASH.IP,Invesco Dynamic Credit Opportunities Fund,N/A,CLOSED,-,SHARES,DY
7600JT,AJ.D.7600JT.CASH.IP,Japan Medical Dynamic Marketing Inc,N/A,EDITS_ONLY,-,SHARES,DY
NAKUS,SI.D.NAKUS.CASH.IP,Northern Dynasty Minerals Ltd,N/A,TRADEABLE,-,SHARES,DY
QQQXUS,UC.D.QQQXUS.CASH.IP,Nuveen Nasdaq 100 Dynamic Overwrite Fund,N/A,TRADEABLE,-,SHARES,DY
PCIUS,SE.D.PCIUS.CASH.IP,PIMCO Dynamic Credit and Mortgage Income Fund,N/A,EDITS_ONLY,-,SHARES,DY
PDOUS,SE.D.PDOUS.CASH.IP,PIMCO Dynamic Income Opportunities Fund,N/A,TRADEABLE,-,SHARES,DY
SAVEAU,AB.D.SAVEAU.CASH.IP,Pinnacle Ashares Global Dynamic Income Fund (Managed Fund),N/A,CLOSED,-,SHARES,DY
Z3ROAU,AB.D.Z3ROAU.CASH.IP,Pinnacle aShares Dynamic Cash Fund (Managed Fund),N/A,CLOSED,-,SHARES,DY
RDYNLN,KA.D.RDYNLN.CASH.IP,Robeco Dynamic Theme Machine UCITS ETF,N/A,TRADEABLE,-,SHARES,DY
DYLSUS,SI.D.DYLSUS.CASH.IP,WisdomTree Dynamic Long Short U.S. Equity Fund,N/A,CLOSED,-,SHARES,DY
COMTUS,UA.D.COMTUS.CASH.IP,iShares GSCI Commodity Dynamic,N/A,TRADEABLE,-,SHARES,DY
DFPUS,SB.D.DFPUS.CASH.IP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc,N/A,TRADEABLE,-,SHARES,DY
1330HK,AC.D.1330HK.CASH.IP,Dynagreen Environmental Protection Group Company Limited,N/A,EDITS_ONLY,-,SHARES,DY
ERTS,UB.D.ERTS.CASH.IP,Electronic Arts Inc (24 Hours),N/A,TRADEABLE,-,SHARES,EA
EZJ,KA.D.EZJ.CASH.IP,easyJet PLC,N/A,TRADEABLE,-,SHARES,EA
VDTKLN,KC.D.VDTKLN.CASH.IP,EARNZ PLC,N/A,TRADEABLE,-,SHARES,EA
EARUS,UB.D.EARUS.CASH.IP,Eargo Inc,N/A,CLOSED,-,SHARES,EA
EASORFH,EB.D.EASORFH.CASH.IP,Easor Oyj,N/A,TRADEABLE,-,SHARES,EA
CGRAU,AB.D.CGRAU.CASH.IP,Earlypay Ltd,N/A,EDITS_ONLY,-,SHARES,EA
DOCDNA,EG.D.DOCDNA.CASH.IP,Ease2pay NV,N/A,OFFLINE,-,SHARES,EA
ECEXSS,EH.D.ECEXSS.CASH.IP,Eastnine AB (publ),N/A,TRADEABLE,-,SHARES,EA
ETN,SB.D.ETN.CASH.IP,Eaton Corp PLC (24 Hours),N/A,TRADEABLE,-,SHARES,EA
DVIAU,AB.D.DVIAU.CASH.IP,Atomic Eagle Ltd,N/A,EDITS_ONLY,-,SHARES,EA
ESYGY,ED.D.ESYGY.CASH.IP,EASY SOFTWARE AG,N/A,OFFLINE,-,SHARES,EA
EGBNUS,UB.D.EGBNUS.CASH.IP,Eagle Bancorp Inc,N/A,TRADEABLE,-,SHARES,EA
EXP,SB.D.EXP.CASH.IP,Eagle Materials Inc,N/A,TRADEABLE,-,SHARES,EA
4985JT,AJ.D.4985JT.CASH.IP,Earth Corporation,N/A,EDITS_ONLY,-,SHARES,EA
ETTAU,AB.D.ETTAU.CASH.IP,East 33 Limited,N/A,CLOSED,-,SHARES,EA
BERMLN,KC.D.BERMLN.CASH.IP,East Imperial Plc,N/A,CLOSED,-,SHARES,EA
EGAAU2,AB.D.EGAAU2.CASH.IP,Eastern Gas Corp Ltd,N/A,EDITS_ONLY,-,SHARES,EA
EMN,SB.D.EMN.CASH.IP,Eastman Chemical Co,N/A,TRADEABLE,-,SHARES,EA
KODKUS,SD.D.KODKUS.CASH.IP,Eastman Kodak Co,N/A,TRADEABLE,-,SHARES,EA
EV,SB.D.EV.CASH.IP,Eaton Vance Corp,N/A,CLOSED,-,SHARES,EA
FEOR,AG.D.FEOR.CASH.IP,Far East Orchard Ltd,N/A,EDITS_ONLY,-,SHARES,EA
EMLUS,UB.D.EMLUS.CASH.IP,The Eastern Company,N/A,TRADEABLE,-,SHARES,EA
USARUS,UD.D.USARUS.CASH.IP,USA Rare Earth Inc (24 Hours),N/A,TRADEABLE,-,SHARES,EA
23HK,AC.D.23HK.CASH.IP,Bank of East Asia Ltd,N/A,EDITS_ONLY,-,SHARES,EA
3360HK,AC.D.3360HK.CASH.IP,Far East Horizon Ltd,N/A,EDITS_ONLY,-,SHARES,EA
AEMCN,KN.D.AEMCN.CASH.IP,Agnico Eagle Mines Ltd (CA),N/A,TRADEABLE,-,SHARES,EA
AEMUS,SA.D.AEMUS.CASH.IP,Agnico Eagle Mines Ltd (US),N/A,TRADEABLE,-,SHARES,EA
ANR,KC.D.ANR.CASH.IP,Altona Rare Earths PLC,N/A,TRADEABLE,-,SHARES,EA
BPLAU,AB.D.BPLAU.CASH.IP,American Rare Earths Limited,N/A,EDITS_ONLY,-,SHARES,EA
ARU,AF.D.ARU.CASH.IP,Arafura Rare Earths Limited,N/A,EDITS_ONLY,-,SHARES,EA
BAKAU,AB.D.BAKAU.CASH.IP,Barkly Rare Earths Ltd,N/A,EDITS_ONLY,-,SHARES,EA
BREAU,AB.D.BREAU.CASH.IP,Brazilian Rare Earths Ltd,N/A,EDITS_ONLY,-,SHARES,EA
BRLTUS,UA.D.BRLTUS.CASH.IP,Brilliant Earth Group Inc,N/A,TRADEABLE,-,SHARES,EA
EBMTUS,UB.D.EBMTUS.CASH.IP,Eagle Bancorp Montana Inc,N/A,TRADEABLE,-,SHARES,EA
EGLE,UB.D.EGLE.CASH.IP,Eagle Bulk Shipping Inc,N/A,CLOSED,-,SHARES,EA
EYELN,KC.D.EYELN.CASH.IP,Eagle Eye Solutions Group PLC,N/A,TRADEABLE,-,SHARES,EA
NUCLUS,UC.D.NUCLUS.CASH.IP,Eagle Nuclear Energy Corp,N/A,TRADEABLE,-,SHARES,EA
EGRXUS,UB.D.EGRXUS.CASH.IP,Eagle Pharmaceuticals Inc,N/A,OFFLINE,-,SHARES,EA
ECCUS,SB.D.ECCUS.CASH.IP,Eagle Point Credit Co Inc,N/A,TRADEABLE,-,SHARES,EA
CXXAU,AB.D.CXXAU.CASH.IP,Earths Energy Limited,N/A,EDITS_ONLY,-,SHARES,EA
ESTEUS,SI.D.ESTEUS.CASH.IP,Earthstone Energy Inc,N/A,CLOSED,-,SHARES,EA
DXFUS,SI.D.DXFUS.CASH.IP,Eason Technology Limited,N/A,TRADEABLE,-,SHARES,EA
9020JT,AJ.D.9020JT.CASH.IP,East Japan Railway Co,N/A,EDITS_ONLY,-,SHARES,EA
ESTLN,KC.D.ESTLN.CASH.IP,East Star Resources PLC,N/A,TRADEABLE,-,SHARES,EA
EWBC,UB.D.EWBC.CASH.IP,East West Bancorp Inc,N/A,TRADEABLE,-,SHARES,EA
