ticker,epic,instrument_name,currency,market_status,expiry,instrument_type,search_term
XTDAU,AB.D.XTDAU.CASH.IP,Motio Ltd,N/A,EDITS_ONLY,-,SHARES,MO
MOVEUS,UC.D.MOVEUS.CASH.IP,Movano Inc,N/A,TRADEABLE,-,SHARES,MO
MHGUS,SE.D.MHGUS.CASH.IP,Mowi ASA,N/A,ON_AUCTION,-,SHARES,MO
MHGNO,EL.D.MHGNO.CASH.IP,Mowi ASA,N/A,TRADEABLE,-,SHARES,MO
BMOCT,KN.D.BMOCT.CASH.IP,Bank of Montreal (CA),N/A,TRADEABLE,-,SHARES,MO
BMOUS,SA.D.BMOUS.CASH.IP,Bank of Montreal (US),N/A,TRADEABLE,-,SHARES,MO
SRACUS,UD.D.SRACUS.CASH.IP,MOMENTUS INC,N/A,TRADEABLE,-,SHARES,MO
MONY,KA.D.MONY.CASH.IP,MONY Group plc,N/A,TRADEABLE,-,SHARES,MO
MOQAU,AB.D.MOQAU.CASH.IP,MOQ Limited,N/A,CLOSED,-,SHARES,MO
RENN,SG.D.RENN.CASH.IP,Moatable Inc,N/A,OFFLINE,-,SHARES,MO
MBLYUS,SE.D.MBLYUS.CASH.IP,Mobileye NV,N/A,CLOSED,-,SHARES,MO
MRNAUS,UC.D.MRNAUS.CASH.IP,Moderna Inc (24 Hours),N/A,TRADEABLE,-,SHARES,MO
0QFGY,ED.D.0QFGY.CASH.IP,Moderna Inc (DE),N/A,TRADEABLE,-,SHARES,MO
PRSCUS,UC.D.PRSCUS.CASH.IP,ModivCare Inc,N/A,CLOSED,-,SHARES,MO
MODUFH,EB.D.MODUFH.CASH.IP,Modulight Oyj,N/A,TRADEABLE,-,SHARES,MO
MOL,AF.D.MOL.CASH.IP,Moly Mines Ltd,N/A,CLOSED,-,SHARES,MO
MONCIM,EF.D.MONCIM.CASH.IP,Moncler SpA,N/A,TRADEABLE,-,SHARES,MO
MTVIM,EF.D.MTVIM.CASH.IP,Mondo TV SpA,N/A,TRADEABLE,-,SHARES,MO
MNYWWUS,UC.D.MNYWWUS.CASH.IP,MoneyHero Ltd,N/A,TRADEABLE,-,SHARES,MO
FUSEUS,SC.D.FUSEUS.CASH.IP,MoneyLion Inc,N/A,CLOSED,-,SHARES,MO
MPTSJ,AR.D.MPTSJ.CASH.IP,Mpact Ltd,N/A,TRADEABLE,-,SHARES,MP
MLINLN,KC.D.MLINLN.CASH.IP,Mpac Group PLC,N/A,TRADEABLE,-,SHARES,MP
FVACUS,SC.D.FVACUS.CASH.IP,MP Materials Corp (24 Hours),N/A,TRADEABLE,-,SHARES,MP
MPOWLN,KC.D.MPOWLN.CASH.IP,Mporium Group plc,N/A,CLOSED,-,SHARES,MP
MPCCNO,EL.D.MPCCNO.CASH.IP,MPC Container Ships ASA,N/A,TRADEABLE,-,SHARES,MP
TAGAU,AB.D.TAGAU.CASH.IP,MPower Austraila Limited,N/A,EDITS_ONLY,-,SHARES,MP
MPCGY,ED.D.MPCGY.CASH.IP,MPC Muenchmeyer Petersen Capital AG,N/A,TRADEABLE,-,SHARES,MP
MQUS,UC.D.MQUS.CASH.IP,Marqeta Inc,N/A,TRADEABLE,-,SHARES,MQ
MPCSJ,AR.D.MPCSJ.CASH.IP,Mr Price Group Ltd,N/A,TRADEABLE,-,SHARES,MR
MRBFP,EC.D.MRBFP.CASH.IP,MR Bricolage SA,N/A,TRADEABLE,-,SHARES,MR
MRQAU,AB.D.MRQAU.CASH.IP,MRG Metals Limited,N/A,EDITS_ONLY,-,SHARES,MR
WMIHUS,UD.D.WMIHUS.CASH.IP,Mr Cooper Group Inc,N/A,CLOSED,-,SHARES,MR
SMRNLN,KA.D.SMRNLN.CASH.IP,Leverage Shares -3x Short Moderna MRNA ETP - GBp,N/A,CLOSED,-,SHARES,MR
MRNSLN,KA.D.MRNSLN.CASH.IP,Leverage Shares -3x Short Moderna MRNA ETP - USD,N/A,OFFLINE,-,SHARES,MR
MRQODAU,AB.D.MRQODAU.CASH.IP,MRG Metals Ltd Options @ AUD 0.004 EXP 19/08/2027,N/A,EDITS_ONLY,-,SHARES,MR
YMRVLN,KA.D.YMRVLN.CASH.IP,IncomeShares Marvell Technology MRVL Options ETP - GBp,N/A,TRADEABLE,-,SHARES,MR
MRN3LN,KA.D.MRN3LN.CASH.IP,Leverage Shares 3x Long Moderna MRNA ETP Securities,N/A,TRADEABLE,-,SHARES,MR
MRQOAU,AB.D.MRQOAU.CASH.IP,MRG Metals Limited Options @ AUD 0.008 EXP 31/12/2025,N/A,CLOSED,-,SHARES,MR
MSUS,SE.D.MSUS.CASH.IP,Morgan Stanley (24 Hours),N/A,TRADEABLE,-,SHARES,MS
MXBUS,SE.D.MXBUS.CASH.IP,MSCI Inc (24 Hours),N/A,TRADEABLE,-,SHARES,MS
FJHGY,ED.D.FJHGY.CASH.IP,MSG Life AG,N/A,OFFLINE,-,SHARES,MS
9040HK,AC.D.9040HK.CASH.IP,Global X MSCI China (HK),N/A,EDITS_ONLY,-,SHARES,MS
MSAGGY,ED.D.MSAGGY.CASH.IP,MS Industrie AG,N/A,TRADEABLE,-,SHARES,MS
MSGNUS,SE.D.MSGNUS.CASH.IP,MSG Networks Inc,N/A,CLOSED,-,SHARES,MS
MSPRUS,UC.D.MSPRUS.CASH.IP,MSP Recovery Inc,N/A,OFFLINE,-,SHARES,MS
LCRAU,AB.D.LCRAU.CASH.IP,Zeotech Limited,N/A,EDITS_ONLY,-,SHARES,MS
BKFUS,SI.D.BKFUS.CASH.IP,iShares MSCI BIC ETF,N/A,TRADEABLE,-,SHARES,MS
EZUUS,SI.D.EZUUS.CASH.IP,iShares MSCI EMU ETF,N/A,TRADEABLE,-,SHARES,MS
ITWN,KA.D.ITWN.CASH.IP,iShares MSCI Taiwan,N/A,TRADEABLE,-,SHARES,MS
CNALLN,KA.D.CNALLN.CASH.IP,Amundi MSCI China A UCITS ETF,N/A,TRADEABLE,-,SHARES,MS
LKORGY,ED.D.LKORGY.CASH.IP,Amundi MSCI Korea UCITS ETF,N/A,TRADEABLE,-,SHARES,MS
AASIIM,EF.D.AASIIM.CASH.IP,Amundi Msci EM Asia UCITS ETF,N/A,TRADEABLE,-,SHARES,MS
AASIFP,EC.D.AASIFP.CASH.IP,Amundi Msci EM Asia UCITS ETF (FP),N/A,TRADEABLE,-,SHARES,MS
CW8FP,EC.D.CW8FP.CASH.IP,Amundi Msci World UCITS ETF,N/A,TRADEABLE,-,SHARES,MS
ARGTUS,SI.D.ARGTUS.CASH.IP,Global X MSCI Argentina ETF,N/A,TRADEABLE,-,SHARES,MS
GXGUS,SI.D.GXGUS.CASH.IP,Global X MSCI Colombia ETF,N/A,TRADEABLE,-,SHARES,MS
NGEUS,SI.D.NGEUS.CASH.IP,Global X MSCI Nigeria ETF,N/A,CLOSED,-,SHARES,MS
GXFUS,SI.D.GXFUS.CASH.IP,Global X MSCI Norway ETF,N/A,TRADEABLE,-,SHARES,MS
NORWUS,SI.D.NORWUS.CASH.IP,Global X MSCI Norway ETF,N/A,TRADEABLE,-,SHARES,MS
PAKUS,SI.D.PAKUS.CASH.IP,Global X MSCI Pakistan ETF,N/A,CLOSED,-,SHARES,MS
MXEULN,KA.D.MXEULN.CASH.IP,Invesco MSCI Europe UCITS ETF,N/A,TRADEABLE,-,SHARES,MS
MXUSLN,KA.D.MXUSLN.CASH.IP,Invesco MSCI USA UCITS ETF,N/A,TRADEABLE,-,SHARES,MS
MTNA,EG.D.MTNA.CASH.IP,ArcelorMittal (NL),N/A,TRADEABLE,-,SHARES,MT
MTUS,SE.D.MTUS.CASH.IP,ArcelorMittal - ADR,N/A,TRADEABLE,-,SHARES,MT
66HK,AC.D.66HK.CASH.IP,MTR Corp Ltd,N/A,EDITS_ONLY,-,SHARES,MT
9438JT,AJ.D.9438JT.CASH.IP,MTI Limited,N/A,EDITS_ONLY,-,SHARES,MT
MTYCT,KN.D.MTYCT.CASH.IP,MTY Food Group Inc,N/A,TRADEABLE,-,SHARES,MT
M2MAU,AB.D.M2MAU.CASH.IP,Mt Malcolm Mines NL,N/A,EDITS_ONLY,-,SHARES,MT
MTGB,EH.D.MTGB.CASH.IP,Modern Times Group AB - B,N/A,TRADEABLE,-,SHARES,MT
MTGPUS,UC.D.MTGPUS.CASH.IP,MTGE Investment Corporation Pfd 8.125% 12/31/49,N/A,CLOSED,-,SHARES,MT
MTECUS,UC.D.MTECUS.CASH.IP,MTech Acquisition Corporation,N/A,CLOSED,-,SHARES,MT
MTMOAU,AB.D.MTMOAU.CASH.IP,MTM Critical Metals Limited Options @ AUD 0.25 EXP 26/11/2024,N/A,CLOSED,-,SHARES,MT
M2MOAAU,AB.D.M2MOAAU.CASH.IP,Mt Malcolm Mines NL Options @ AUD 0.03 EXP 24/11/2028,N/A,EDITS_ONLY,-,SHARES,MT
MU,UC.D.MU.CASH.IP,Micron Technology Inc (24 Hours),N/A,TRADEABLE,-,SHARES,MU
MTEGY,ED.D.MTEGY.CASH.IP,Micron Technology Inc (DE),N/A,TRADEABLE,-,SHARES,MU
MUXGY,ED.D.MUXGY.CASH.IP,mutares SA,N/A,TRADEABLE,-,SHARES,MU
M4NGY,ED.D.M4NGY.CASH.IP,Muehlhan AG,N/A,OFFLINE,-,SHARES,MU
FRUGY,ED.D.FRUGY.CASH.IP,Multitude PLC,N/A,TRADEABLE,-,SHARES,MU
MUSAUS,SE.D.MUSAUS.CASH.IP,Murphy USA Inc,N/A,TRADEABLE,-,SHARES,MU
MUL,KA.D.MUL.CASH.IP,Mulberry Group PLC,N/A,TRADEABLE,-,SHARES,MU
MTRSSS,EH.D.MTRSSS.CASH.IP,Munters Group AB (publ),N/A,TRADEABLE,-,SHARES,MU
MURAUS,UC.D.MURAUS.CASH.IP,Mural Oncology PLC,N/A,CLOSED,-,SHARES,MU
MUR,SE.D.MUR.CASH.IP,Murphy Oil Corp,N/A,TRADEABLE,-,SHARES,MU
MBIOUS,UC.D.MBIOUS.CASH.IP,Mustang Bio Inc,N/A,TRADEABLE,-,SHARES,MU
MUSTIFH,EB.D.MUSTIFH.CASH.IP,Musti Group Oyj,N/A,TRADEABLE,-,SHARES,MU
OMUSJ,AR.D.OMUSJ.CASH.IP,Old Mutual Limited,N/A,TRADEABLE,-,SHARES,MU
OMULN,KA.D.OMULN.CASH.IP,Old Mutual Limited,N/A,TRADEABLE,-,SHARES,MU
MMAGLN,KC.D.MMAGLN.CASH.IP,musicMagpie PLC,N/A,OFFLINE,-,SHARES,MU
MUV2,ED.D.MUV2.CASH.IP,Muenchener Rueckversicherungs AG,N/A,TRADEABLE,-,SHARES,MU
MLI,SE.D.MLI.CASH.IP,Mueller Industries Inc,N/A,TRADEABLE,-,SHARES,MU
MWA,SE.D.MWA.CASH.IP,Mueller Water Products Inc,N/A,TRADEABLE,-,SHARES,MU
MUBGY,ED.D.MUBGY.CASH.IP,Muhlbauer Holding AG,N/A,OFFLINE,-,SHARES,MU
MTLCN,KN.D.MTLCN.CASH.IP,Mullen Group Limited,N/A,TRADEABLE,-,SHARES,MU
MLLGY,ED.D.MLLGY.CASH.IP,Muller - Die lila Logistik AG,N/A,OFFLINE,-,SHARES,MU
MCGSJ,AR.D.MCGSJ.CASH.IP,MultiChoice Group Ltd,N/A,CLOSED,-,SHARES,MU
MULQSS,EH.D.MULQSS.CASH.IP,MultiQ International AB (publ),N/A,OFFLINE,-,SHARES,MU
MSAIUS,UC.D.MSAIUS.CASH.IP,MultiSensor AI Holdings Inc,N/A,TRADEABLE,-,SHARES,MU
6981JT,AJ.D.6981JT.CASH.IP,Murata Manufacturing Co Ltd,N/A,EDITS_ONLY,-,SHARES,MU
MURSJ,AR.D.MURSJ.CASH.IP,Murray & Roberts Holdings Ltd,N/A,CLOSED,-,SHARES,MU
MCAAU,AB.D.MCAAU.CASH.IP,Murray Cod Australia Limited,N/A,EDITS_ONLY,-,SHARES,MU
MUT,KA.D.MUT.CASH.IP,Murray Income Trust PLC,N/A,TRADEABLE,-,SHARES,MU
MGVAU,AB.D.MGVAU.CASH.IP,Musgrave Minerals Ltd,N/A,CLOSED,-,SHARES,MU
NCSMUS,UC.D.NCSMUS.CASH.IP,NCS Multistage Holdings Inc,N/A,TRADEABLE,-,SHARES,MU
9899HK,AC.D.9899HK.CASH.IP,NetEase Cloud Music Inc,N/A,EDITS_ONLY,-,SHARES,MU
THX,AB.D.THX.CASH.IP,New Murchison Gold Limited,N/A,EDITS_ONLY,-,SHARES,MU
8336JT,AJ.D.8336JT.CASH.IP,The Musashino Bank Limited,N/A,EDITS_ONLY,-,SHARES,MU
UMGNA,EG.D.UMGNA.CASH.IP,Universal Music Group NV,N/A,TRADEABLE,-,SHARES,MU
NYFUS,SI.D.NYFUS.CASH.IP,iShares New York Muni Bond ETF,N/A,TRADEABLE,-,SHARES,MU
1817HK,AC.D.1817HK.CASH.IP,Mulsanne Group Holding Limited,N/A,EDITS_ONLY,-,SHARES,MU
BITUS,SA.D.BITUS.CASH.IP,BlackRock Multi-Sector Income Trust,N/A,TRADEABLE,-,SHARES,MU
MUAUS,SE.D.MUAUS.CASH.IP,BlackRock MuniAssets Fund Inc,N/A,TRADEABLE,-,SHARES,MU
MHDUS,SE.D.MHDUS.CASH.IP,BlackRock MuniHoldings Fund Inc,N/A,TRADEABLE,-,SHARES,MU
BKKUS,SA.D.BKKUS.CASH.IP,BlackRock Municipal 2020 Term Trust,N/A,CLOSED,-,SHARES,MU
BSDUS,SA.D.BSDUS.CASH.IP,BlackRock Strategic Municipal Trust,N/A,CLOSED,-,SHARES,MU
TFPNUS,SI.D.TFPNUS.CASH.IP,Blueprint Chesapeake Multi-Asset Trend ETF,N/A,TRADEABLE,-,SHARES,MU
FMBUS,UB.D.FMBUS.CASH.IP,First Trust Managed Municipal ETF,N/A,TRADEABLE,-,SHARES,MU
MULLUS,UC.D.MULLUS.CASH.IP,GraniteShares 2x Long MU Daily ETF,N/A,TRADEABLE,-,SHARES,MU
MVOUS,SE.D.MVOUS.CASH.IP,MV Oil Trust,N/A,TRADEABLE,-,SHARES,MV
MVV1GY,ED.D.MVV1GY.CASH.IP,MVV Energie AG,N/A,TRADEABLE,-,SHARES,MV
MVBFUS,UC.D.MVBFUS.CASH.IP,MVB Financial Corporation,N/A,TRADEABLE,-,SHARES,MV
MVUSLN,KA.D.MVUSLN.CASH.IP,iShares S&P 500 Minimum Volatility UCITS ETF - MVUS,N/A,TRADEABLE,-,SHARES,MV
MWOZLN,KA.D.MWOZLN.CASH.IP,Amundi Prime Global UCITS ETF [MWOZ],N/A,TRADEABLE,-,SHARES,MW
MWBGY,ED.D.MWBGY.CASH.IP,mwb fairtrade Wertpapierhandelsbank AG,N/A,OFFLINE,-,SHARES,MW
MXUS,SE.D.MXUS.CASH.IP,Magnachip Semiconductor Corp,N/A,TRADEABLE,-,SHARES,MX
MXCT,KN.D.MXCT.CASH.IP,Methanex Corp (CA),N/A,TRADEABLE,-,SHARES,MX
MYSZUS,UC.D.MYSZUS.CASH.IP,My Size Inc,N/A,TRADEABLE,-,SHARES,MY
MBCGY,ED.D.MBCGY.CASH.IP,MyBucks SA,N/A,ON_AUCTION,-,SHARES,MY
M0YGY,ED.D.M0YGY.CASH.IP,Mynaric AG,N/A,OFFLINE,-,SHARES,MY
MYOUS,SI.D.MYOUS.CASH.IP,Myomo Inc,N/A,TRADEABLE,-,SHARES,MY
DATSUS,UB.D.DATSUS.CASH.IP,Myseum Inc,N/A,TRADEABLE,-,SHARES,MY
MYRGUS,UC.D.MYRGUS.CASH.IP,MYR Group Inc,N/A,TRADEABLE,-,SHARES,MY
MYS,AF.D.MYS.CASH.IP,MyState Ltd,N/A,EDITS_ONLY,-,SHARES,MY
MYCRSS,EH.D.MYCRSS.CASH.IP,Mycronic AB (publ),N/A,TRADEABLE,-,SHARES,MY
RYBUS,SG.D.RYBUS.CASH.IP,Mynd.ai Inc,N/A,TRADEABLE,-,SHARES,MY
MYRXV,UC.D.MYRXV.CASH.IP,Myrexis Inc,N/A,OFFLINE,-,SHARES,MY
MYRKGY,ED.D.MYRKGY.CASH.IP,MYHAMMER HOLDING AG,N/A,OFFLINE,-,SHARES,MY
MYSLLN,KA.D.MYSLLN.CASH.IP,MySale Group PLC,N/A,CLOSED,-,SHARES,MY
SESAU,AB.D.SESAU.CASH.IP,Myeco Group Ltd,N/A,EDITS_ONLY,-,SHARES,MY
MYR,AA.D.MYR.CASH.IP,Myer Holdings Ltd,N/A,EDITS_ONLY,-,SHARES,MY
MYGN,UC.D.MYGN.CASH.IP,Myriad Genetics Inc,N/A,TRADEABLE,-,SHARES,MY
MYRN,EJ.D.MYRN.CASH.IP,Myriad Group AG,N/A,OFFLINE,-,SHARES,MY
SAFETYBSS,EH.D.SAFETYBSS.CASH.IP,Mysafety Group AB,N/A,TRADEABLE,-,SHARES,MY
MYTLN,KA.D.MYTLN.CASH.IP,Mytrah Energy Ltd,N/A,OFFLINE,-,SHARES,MY
MYFCSS,EH.D.MYFCSS.CASH.IP,myFC Holding AB,N/A,OFFLINE,-,SHARES,MY
FXXGY,ED.D.FXXGY.CASH.IP,mybet Holding SE,N/A,CLOSED,-,SHARES,MY
BMYUS,SA.D.BMYUS.CASH.IP,Bristol-Myers Squibb Co (24 Hours),N/A,TRADEABLE,-,SHARES,MY
BMYRUS,SA.D.BMYRUS.CASH.IP,Bristol-Myers Squibb Company (Rights),N/A,CLOSED,-,SHARES,MY
MFBAU,AB.D.MFBAU.CASH.IP,My Food Bag Group Limited,N/A,CLOSED,-,SHARES,MY
MYDAU,AB.D.MYDAU.CASH.IP,MyDeal.com.au Limited,N/A,CLOSED,-,SHARES,MY
MYEUS,SE.D.MYEUS.CASH.IP,Myers Industries Inc,N/A,TRADEABLE,-,SHARES,MY
MYOVUS,SE.D.MYOVUS.CASH.IP,Myovant Sciences Limited,N/A,CLOSED,-,SHARES,MY
MYXLN,KC.D.MYXLN.CASH.IP,MYCELX Technologies Corporation,N/A,TRADEABLE,-,SHARES,MY
MYI,KA.D.MYI.CASH.IP,MYI - Murray International Trust PLC,N/A,TRADEABLE,-,SHARES,MY
MILLN,KC.D.MILLN.CASH.IP,Myanmar Investments International Limited,N/A,CLOSED,-,SHARES,MY
MYIGPZ,KC.D.MYIGPZ.CASH.IP,Mydecine Innovations Group Inc,N/A,OFFLINE,-,SHARES,MY
MZIAU,AB.D.MZIAU.CASH.IP,MZI Resources Limited,N/A,CLOSED,-,SHARES,MZ
NACT,KN.D.NACT.CASH.IP,National Bank of Canada,N/A,TRADEABLE,-,SHARES,NA
NACONFP,EC.D.NACONFP.CASH.IP,Nacon SA,N/A,TRADEABLE,-,SHARES,NA
NA9GY,ED.D.NA9GY.CASH.IP,Nagarro SE,N/A,TRADEABLE,-,SHARES,NA
WDLGY,ED.D.WDLGY.CASH.IP,Nakiki Se,N/A,OFFLINE,-,SHARES,NA
NPKSJ,AR.D.NPKSJ.CASH.IP,Nampak Ltd,N/A,TRADEABLE,-,SHARES,NA
NANEXASS,EH.D.NANEXASS.CASH.IP,Nanexa AB,N/A,TRADEABLE,-,SHARES,NA
NAPANO,EL.D.NAPANO.CASH.IP,Napatech AS,N/A,TRADEABLE,-,SHARES,NA
NTRAUS,UC.D.NTRAUS.CASH.IP,Natera Inc,N/A,TRADEABLE,-,SHARES,NA
NAVNUS,UC.D.NAVNUS.CASH.IP,Navan Inc,N/A,TRADEABLE,-,SHARES,NA
NAVYAFP,EC.D.NAVYAFP.CASH.IP,Navya SA,N/A,CLOSED,-,SHARES,NA
NFE,AF.D.NFE.CASH.IP,Dotz Nano Ltd,N/A,EDITS_ONLY,-,SHARES,NA
NAHLN,KA.D.NAHLN.CASH.IP,NAHL Group Ltd,N/A,TRADEABLE,-,SHARES,NA
NTGGY,ED.D.NTGGY.CASH.IP,Nabaltec AG,N/A,TRADEABLE,-,SHARES,NA
6268JT,AJ.D.6268JT.CASH.IP,Nabtesco Corp,N/A,EDITS_ONLY,-,SHARES,NA
2790JT,AJ.D.2790JT.CASH.IP,Nafco Co Ltd,N/A,EDITS_ONLY,-,SHARES,NA
N4GGY,ED.D.N4GGY.CASH.IP,Naga Group AG/The,N/A,OFFLINE,-,SHARES,NA
7716JT,AJ.D.7716JT.CASH.IP,Nakanishi Inc,N/A,EDITS_ONLY,-,SHARES,NA
NCLSP,AG.D.NCLSP.CASH.IP,Nam Cheong Ltd,N/A,EDITS_ONLY,-,SHARES,NA
NN6GY,ED.D.NN6GY.CASH.IP,NanoRepro AG,N/A,TRADEABLE,-,SHARES,NA
NANOFP,EC.D.NANOFP.CASH.IP,Nanobiotix,N/A,TRADEABLE,-,SHARES,NA
N7GGY,ED.D.N7GGY.CASH.IP,Nanogate AG,N/A,CLOSED,-,SHARES,NA
NPNSJ,AR.D.NPNSJ.CASH.IP,Naspers Ltd,N/A,TRADEABLE,-,SHARES,NA
2922JT,AJ.D.2922JT.CASH.IP,Natori Co Ltd,N/A,EDITS_ONLY,-,SHARES,NA
NAVIUS,UC.D.NAVIUS.CASH.IP,Navient Corp,N/A,TRADEABLE,-,SHARES,NA
I7NGY,ED.D.I7NGY.CASH.IP,ItN Nanovation AG,N/A,CLOSED,-,SHARES,NA
CYBALN,KC.D.CYBALN.CASH.IP,NARF INDUSTRIES PLC,N/A,TRADEABLE,-,SHARES,NA
NBUS,UC.D.NBUS.CASH.IP,NioCorp Developments Ltd,N/A,TRADEABLE,-,SHARES,NB
NBTBUS,UC.D.NBTBUS.CASH.IP,NBT Bancorp Inc,N/A,TRADEABLE,-,SHARES,NB
NETLINKSP,AG.D.NETLINKSP.CASH.IP,NetLink NBN Trust,N/A,EDITS_ONLY,-,SHARES,NB
NBCBUS,UC.D.NBCBUS.CASH.IP,First NBC Bank Holding Co,N/A,CLOSED,-,SHARES,NB
NEBXUS,SI.D.NEBXUS.CASH.IP,Tradr 2X Long NBIS Daily ETF,N/A,TRADEABLE,-,SHARES,NB
NBDDLN,KC.D.NBDDLN.CASH.IP,NBDD - NB Distressed Debt Investment Fund Limited,N/A,SUSPENDED,-,SHARES,NB
NBDGLN,KC.D.NBDGLN.CASH.IP,NBDG - NB Distressed Debt Investment Fund Limited,N/A,SUSPENDED,-,SHARES,NB
NBDXLN,KC.D.NBDXLN.CASH.IP,NBDX - NB Distressed Debt Investment Fund Limited,N/A,SUSPENDED,-,SHARES,NB
3NBILN,KA.D.3NBILN.CASH.IP,Leverage Shares 3x Long Nebius NBIS ETP - GBp,N/A,TRADEABLE,-,SHARES,NB
NBLSLN,KA.D.NBLSLN.CASH.IP,NB Global Monthly Income Fund Limited,N/A,CLOSED,-,SHARES,NB
NBPELN,KA.D.NBPELN.CASH.IP,NB Private Equity Partners Limited,N/A,TRADEABLE,-,SHARES,NB
NBPPLN,KC.D.NBPPLN.CASH.IP,NB Private Equity Partners Limited - Pref,N/A,OFFLINE,-,SHARES,NB
NBIAU,AB.D.NBIAU.CASH.IP,Nb Global Corporate Income Trust,N/A,CLOSED,-,SHARES,NB
NBPSLN,KC.D.NBPSLN.CASH.IP,NB Private Equity Partners Limited ZDP 2024 - Pref,N/A,CLOSED,-,SHARES,NB
NCUS,SE.D.NCUS.CASH.IP,Nacco Industries Inc,N/A,TRADEABLE,-,SHARES,NC
NCNOUS,UC.D.NCNOUS.CASH.IP,nCino Inc,N/A,TRADEABLE,-,SHARES,NC
NCABSS,EH.D.NCABSS.CASH.IP,NCAB Group AB (publ),N/A,TRADEABLE,-,SHARES,NC
NCCLN,KA.D.NCCLN.CASH.IP,NCC Group PLC,N/A,TRADEABLE,-,SHARES,NC
NATLUS,SE.D.NATLUS.CASH.IP,NCR Atleos Corp,N/A,TRADEABLE,-,SHARES,NC
9709JT,AJ.D.9709JT.CASH.IP,NCS&A Company Limited,N/A,EDITS_ONLY,-,SHARES,NC
AYAAU,AB.D.AYAAU.CASH.IP,New Century Resources Limited,N/A,CLOSED,-,SHARES,NC
NCRAU,AF.D.NCRAU.CASH.IP,NCR Resources Limited,N/A,CLOSED,-,SHARES,NC
NCR,SE.D.NCR.CASH.IP,NCR Voyix Corporation,N/A,TRADEABLE,-,SHARES,NC
NEUS,SE.D.NEUS.CASH.IP,Noble Corporation,N/A,TRADEABLE,-,SHARES,NE
NELNO,EL.D.NELNO.CASH.IP,Nel ASA,N/A,TRADEABLE,-,SHARES,NE
NXUGY,ED.D.NXUGY.CASH.IP,Nexu SA,N/A,OFFLINE,-,SHARES,NE
6701JT,AJ.D.6701JT.CASH.IP,NEC Corp,N/A,EDITS_ONLY,-,SHARES,NE
NXGLUS,UC.D.NXGLUS.CASH.IP,NEXGEL Inc,N/A,TRADEABLE,-,SHARES,NE
NXT,AB.D.NXT.CASH.IP,NEXTDC Ltd,N/A,EDITS_ONLY,-,SHARES,NE
MEO1V,EB.D.MEO1V.CASH.IP,Neles Oyj,N/A,OFFLINE,-,SHARES,NE
NNI,SE.D.NNI.CASH.IP,Nelnet Inc,N/A,TRADEABLE,-,SHARES,NE
NEOENFP,EC.D.NEOENFP.CASH.IP,Neoen SA,N/A,OFFLINE,-,SHARES,NE
PACEUS,SE.D.PACEUS.CASH.IP,Nerdy Inc,N/A,TRADEABLE,-,SHARES,NE
NESN,EJ.D.NESN.CASH.IP,Nestle SA,N/A,TRADEABLE,-,SHARES,NE
NESRGY,ED.D.NESRGY.CASH.IP,Nestle SA (DE),N/A,EDITS_ONLY,-,SHARES,NE
NTAP,UC.D.NTAP.CASH.IP,NetApp Inc (24 Hours),N/A,TRADEABLE,-,SHARES,NE
NETBSS,EH.D.NETBSS.CASH.IP,NetEnt AB,N/A,OFFLINE,-,SHARES,NE
NETILBSS,EH.D.NETILBSS.CASH.IP,NetEnt AB (publ),N/A,OFFLINE,-,SHARES,NE
NTGFP,EC.D.NTGFP.CASH.IP,NetGem SA,N/A,OFFLINE,-,SHARES,NE
O1BC,ED.D.O1BC.CASH.IP,New Work SE,N/A,OFFLINE,-,SHARES,NE
NWSAU,AB.D.NWSAU.CASH.IP,News Corp,N/A,EDITS_ONLY,-,SHARES,NE
NWSA,UC.D.NWSA.CASH.IP,News Corp - A (24 Hours),N/A,TRADEABLE,-,SHARES,NE
NWS,UC.D.NWS.CASH.IP,News Corp - B (24 Hours),N/A,TRADEABLE,-,SHARES,NE
NEXFP,EC.D.NEXFP.CASH.IP,Nexans SA,N/A,TRADEABLE,-,SHARES,NE
NEXIIM,EF.D.NEXIIM.CASH.IP,Nexi SpA,N/A,TRADEABLE,-,SHARES,NE
NXIFP,EC.D.NXIFP.CASH.IP,Nexity SA,N/A,TRADEABLE,-,SHARES,NE
NXNAU,AB.D.NXNAU.CASH.IP,Nexsen Ltd,N/A,EDITS_ONLY,-,SHARES,NE
NXT,KA.D.NXT.CASH.IP,Next PLC,N/A,TRADEABLE,-,SHARES,NE
QXTLN,KC.D.QXTLN.CASH.IP,Nexteq plc,N/A,TRADEABLE,-,SHARES,NE
1868HK,AC.D.1868HK.CASH.IP,Neo-Neon Holdings Ltd,N/A,EDITS_ONLY,-,SHARES,NE
9999HK,AC.D.9999HK.CASH.IP,NetEase Inc,N/A,EDITS_ONLY,-,SHARES,NE
NTGR,UC.D.NTGR.CASH.IP,NETGEAR Inc,N/A,TRADEABLE,-,SHARES,NE
KSMTUS,UB.D.KSMTUS.CASH.IP,NEXTERS INC,N/A,TRADEABLE,-,SHARES,NE
NEAAU,AB.D.NEAAU.CASH.IP,Nearmap Ltd,N/A,CLOSED,-,SHARES,NE
NEMGY,ED.D.NEMGY.CASH.IP,Nemetschek AG,N/A,TRADEABLE,-,SHARES,NE
NGMSUS,UC.D.NGMSUS.CASH.IP,NeoGames SA,N/A,CLOSED,-,SHARES,NE
