query,epic,instrument_name,instrument_type
QCOM,UC.D.QCOM.CASH.IP,QUALCOMM Inc (24 Hours),SHARES
QCOM,KA.D.YQCOLN.CASH.IP,IncomeShares QUALCOMM QCOM Options ETP,SHARES
