query,epic,instrument_name,instrument_type
ORCL,EC.D.MLORCFP.CASH.IP,Orclass.com,SHARES
ORCL,KA.D.ORCYLN.CASH.IP,IncomeShares Oracle ORCL Options ETP,SHARES
