query,epic,instrument_name,instrument_type
AMAT,UA.D.AMAT.CASH.IP,Applied Materials Inc (24 Hours),SHARES
AMAT,KA.D.YAMALN.CASH.IP,IncomeShares Applied Materials AMAT Options ETP,SHARES
