query,epic,instrument_name,instrument_type
SNOW,EG.D.SNOWNA.CASH.IP,SnowWorld NV,SHARES
SNOW,SI.D.SNOYUS.CASH.IP,YieldMax SNOW Option Income Strategy ETF,SHARES
