query,epic,instrument_name,instrument_type
AVGO,UA.D.AVGO.CASH.IP,Broadcom Inc (24 Hours),SHARES
AVGO,KA.D.AVGILN.CASH.IP,IncomeShares Broadcom AVGO Options ETP,SHARES
