query,epic,instrument_name,instrument_type
Visa,KA.D.VISELN.CASH.IP,Leverage Shares 2x Visa ETP - EUR,SHARES
Visa,KA.D.2VISLN.CASH.IP,Leverage Shares 2x Visa ETP - GBp,SHARES
Visa,KA.D.VIS2LN.CASH.IP,Leverage Shares 2x Visa ETP - USD,SHARES
